Repository,DaysOpen,IssueCount,PrCount,CommitCount,AverageIssueCountPerDay,AveragePrCountPerDay,AverageCommitCountPerDay,DefaultBranchName,Languages
VON-ESB-DRS-Agent,906,6,23,69,0.01,0.03,0.08,master,HTML_Shell_Python_Groovy_CSS_JavaScript_Dockerfile
smk-common-iac,901,2,2,15,0,0,0.02,master,Dockerfile
aquifer-factsheets,897,3,2,99,0,0,0.11,master,R
von-agent-template,894,9,55,207,0.01,0.06,0.23,master,HTML_Python_Shell_CSS_JavaScript_Dockerfile
bcgov-rstats-public-presentations,892,4,10,114,0,0.01,0.13,master,R
ckanext-bcgov-disqus,889,0,2,4,0,0,0,dev,JavaScript_Python_HTML_CSS
ckanext-bcgov-cli,889,2,3,6,0,0,0.01,dev,Python
HunterDensity,888,2,1,16,0,0,0.02,master,R
HumanLivestockDensity,887,2,1,7,0,0,0.01,master,R
gcpe-hub-api,887,2,185,266,0,0.21,0.3,develop,C#_Shell
entity,887,7145,128,1328,8.05,0.14,1.5,master,JavaScript_Groovy_TypeScript_Vue_SCSS_HTML_Shell
WEStblr,882,3,1,24,0,0,0.03,master,R
replication_health_check,878,1,16,42,0,0.02,0.05,master,Python
EDUC-ECAS,874,7,62,623,0.01,0.07,0.71,master,PowerShell_C#_PHP_Vue_Blade_JavaScript_Shell_XSLT
bcgov-Shiny-deployment-paths,869,1,2,12,0,0,0.01,master,
wqo_shuswap,868,2,2,87,0,0,0.1,master,R
hydrometric_stations,863,15,2,53,0.02,0,0.06,master,R
isb-rsi-courtsintegration,863,2,1,1,0,0,0,master,
moh-common-styles,862,14,151,1050,0.02,0.18,1.22,master,TypeScript_HTML_SCSS_JavaScript_CSS
SCJ-Online-Booking,859,2,16,368,0,0.02,0.43,master,C#_HTML_JavaScript_SCSS_Vue_Batchfile
aries-vcr,858,296,345,1577,0.34,0.4,1.84,master,Python_TypeScript_HTML_Shell_SCSS_JavaScript_Dockerfile
bcdata,856,136,132,1013,0.16,0.15,1.18,master,R
mdms-nodejs-client,855,14,4,14,0.02,0,0.02,master,JavaScript
CHSP_dataviewer,855,4,2,7,0,0,0.01,master,
EDUC-NGN,853,5,1,57,0.01,0,0.07,master,C#_PowerShell_JavaScript_HTML_Batchfile_Roff
eagle-public,853,4,541,1853,0,0.63,2.17,develop,TypeScript_HTML_SCSS_Groovy_Shell_JavaScript_Dockerfile_CSS_Less
eagle-admin,853,5,717,2211,0.01,0.84,2.59,develop,TypeScript_HTML_CSS_SCSS_Groovy_JavaScript_Dockerfile_Shell_Less
eagle-api,853,3,656,1458,0,0.77,1.71,develop,JavaScript_Groovy_Shell_Dockerfile
gcpe-hub,847,2,56,127,0,0.07,0.15,develop,CSS_Less_C#_JavaScript_ASP.NET_TypeScript_TSQL_HTML_PowerShell
Caribou_disturb_TT,840,3,2,16,0,0,0.02,master,R
Caribou_Disturb_B,839,1,2,20,0,0,0.02,master,R
mdms-device-signout-api,835,2,2,10,0,0,0.01,master,JavaScript_Dockerfile_Shell
mdms-device-signout-app,835,2,2,17,0,0,0.02,master,JavaScript_Dockerfile
reggie,835,20,35,39,0.02,0.04,0.05,master,JavaScript_CSS_HTML_Shell_Dockerfile
GB_Unreported,833,2,1,16,0,0,0.02,master,R
reggie-web,832,19,36,37,0.02,0.04,0.04,master,JavaScript_CSS_HTML_Shell_Dockerfile
GB_Data,832,2,1,13,0,0,0.02,master,R
grizzly-bear-status-indicator,828,5,15,668,0.01,0.02,0.81,master,R
devhub-resources,826,20,29,116,0.02,0.04,0.14,master,
GB_Mortality,821,2,1,19,0,0,0.02,master,R
teis-utilities,821,3,2,11,0,0,0.01,master,
postman-bdd,821,0,1,184,0,0,0.22,master,HTML_JavaScript_TypeScript
wetlandmapR,820,20,12,26,0.02,0.01,0.03,master,R
chimp,820,2,5,11,0,0.01,0.01,master,Java_C++_Python_C
FAIB,820,2,3,91,0,0,0.11,master,HTML_Python_R_CSS_Batchfile
ckan-bcgov-terraform,818,2,2,6,0,0,0.01,dev,HCL
docker-clamav,817,0,2,53,0,0,0.06,master,Dockerfile_Shell
foi-requests,817,7,82,554,0.01,0.1,0.68,master,TypeScript_HTML_JavaScript_SCSS_Shell_Dockerfile_HCL
pdfmagic,814,1,7,61,0,0.01,0.07,master,Python_Dockerfile_HTML_Shell
ts-rs-modis-snow,814,3,2,21,0,0,0.03,master,R
lear,812,18,1134,1268,0.02,1.39,1.56,master,HTML_Python_Shell_Makefile_Jupyter Notebook_Groovy_Dockerfile_Mako
sbc-pay,812,8,668,1446,0.01,0.82,1.78,development,HTML_Python_Groovy_Makefile_Dockerfile_Shell_Jupyter Notebook_Vue_TypeScript_JavaScript_Mako
sbc-auth,812,5,1552,2385,0.01,1.91,2.93,development,Python_Vue_TypeScript_HTML_Groovy_Makefile_Shell_SCSS_Jupyter Notebook_JavaScript_Dockerfile_CSS_Mako
invasive-species-system-build,812,3,2,3,0,0,0,master,
digital-gov,810,30,12,54,0.04,0.01,0.07,master,JavaScript_Groovy_CSS_Shell_Dockerfile
GB_DNA,805,2,1,2,0,0,0,master,R
GB_Salmon,803,1,1,2,0,0,0,master,R
data-stream,803,3,21,75,0,0.03,0.09,develop,Python_JavaScript_HTML_Smarty_CSS_Dockerfile
popApp,800,5,1,68,0.01,0,0.08,master,R
air-zone-reports,798,5,5,122,0.01,0.01,0.15,master,R_TeX
bcgov-looker-snowplow,791,1,1,26,0,0,0.03,master,PHP_JavaScript
eao-inspections-evidence-locker,790,2,71,159,0,0.09,0.2,master,Python_TypeScript_HTML_Shell_SCSS_JavaScript_Dockerfile_CSS_Makefile
nr-messaging-service-showcase,790,3,111,291,0,0.14,0.37,master,JavaScript_Groovy_CSS_HTML_Shell
nr-document-management-showcase,790,2,11,37,0,0.01,0.05,master,
document-generation-showcase,790,2,62,263,0,0.08,0.33,master,HTML_Vue_JavaScript_Groovy_Shell
FADM_Edit_Workflows,789,2,1,48,0,0,0.06,master,Python_HTML_CSS
GDX-Analytics-Looker-Google-Block,787,2,34,89,0,0.04,0.11,master,LookML
GDX-Analytics-OpenShift-Snowplow-Gateway-Service,786,3,41,122,0,0.05,0.16,master,Python_JavaScript_Groovy_Shell_Dockerfile
embc-ess,786,2,1123,3351,0,1.43,4.26,r1develop,C#_HTML_TypeScript_Handlebars_SCSS_Groovy_Shell_Dockerfile_TSQL_JavaScript_Batchfile
statscan-taxdata-tidying,785,14,10,214,0.02,0.01,0.27,master,R
TransAction,785,3,128,243,0,0.16,0.31,master,JavaScript_C#_TSQL_Groovy_SCSS_HTML_Shell_Dockerfile_Batchfile
Project-and-time-tracker,785,4,67,1003,0.01,0.09,1.28,master,Vue_TypeScript_JavaScript_Stylus_HTML_CSS_Dockerfile_Shell
moh-sitereg,783,2,222,967,0,0.28,1.23,master,TypeScript_HTML_SCSS_JavaScript_Dockerfile_Shell
landuseplanning-admin,778,3,46,1627,0,0.06,2.09,dev,TypeScript_HTML_CSS_SCSS_JavaScript_Shell_Dockerfile
landuseplanning-public,778,3,57,1403,0,0.07,1.8,dev,TypeScript_HTML_SCSS_JavaScript_Dockerfile_Shell
landuseplanning-api,778,2,29,845,0,0.04,1.08,dev,JavaScript_Shell_Dockerfile
CaribouBC,777,7,6,186,0.01,0.01,0.24,master,R_JavaScript
imit-procurement-data-analysis,777,3,2,46,0,0,0.06,master,R
ckanext-sso,777,3,2,13,0,0,0.02,dev,Python
ckan-ui,776,308,161,655,0.4,0.21,0.84,dev,Vue_JavaScript_HTML_Dockerfile
smk-francophone,770,3,27,68,0,0.04,0.09,qa,CSS_HTML_JavaScript
csv-to-api,769,0,3,47,0,0,0.06,master,PHP
shinyrems,769,116,7,473,0.15,0.01,0.61,master,R
lngcanada-admin,768,3,2,864,0,0,1.12,master,TypeScript_CSS_HTML_JavaScript_Shell_Dockerfile
lngcanada-api,768,2,5,401,0,0.01,0.52,master,JavaScript
lngcanada-public,768,3,42,1132,0,0.05,1.47,master,TypeScript_CSS_HTML_JavaScript_Shell_Dockerfile
GDX-Analytics-Looker-theq_sdpr_block,763,2,23,57,0,0.03,0.07,master,LookML
jag-spd-spice,761,3,202,458,0,0.27,0.6,master,C#_TypeScript_HTML_Shell_CSS_JavaScript_Dockerfile_Batchfile
iamp-maven-resources,760,2,2,12,0,0,0.02,master,
bcgov-data-science-cop,756,5,8,149,0.01,0.01,0.2,master,R
range-dashboard-ios,755,1,3,29,0,0,0.04,master,Swift_Shell_Ruby
nr-get-token,754,72,199,1050,0.1,0.26,1.39,master,JavaScript_Vue_Groovy_SCSS_HTML_Dockerfile_Shell
SharePoint_Solutions,751,0,1,11,0,0,0.01,master,JavaScript_CSS
bc-econ-status-indices,750,4,2,126,0.01,0,0.17,master,R
CITZ-IMB-SharePoint,749,18,56,140,0.02,0.07,0.19,master,JavaScript_HTML_CSS
realm-o-matic,749,44,45,45,0.06,0.06,0.06,master,JavaScript_Less_Pug_CSS_HTML_Dockerfile
jag-rsbc-carma,744,2,10,52,0,0.01,0.07,master,JavaScript_Shell
site-inspections-app-ios,744,1,0,0,0,0,0,,
cas-ggircs,742,0,239,1403,0,0.32,1.89,develop,PLpgSQL_TypeScript_JavaScript_Python_Makefile_Shell_Dockerfile_CSS_Mustache_Smarty_Perl
indy-email-verification,741,11,57,251,0.01,0.08,0.34,master,HTML_Python_Shell_JavaScript_CSS_Dockerfile
agri-dcbr,738,3,102,459,0,0.14,0.62,master,Python_Vue_HTML_TypeScript_Shell_JavaScript_Dockerfile
cas-docker-sqitch,737,0,1,4,0,0,0.01,master,Dockerfile
lucy-web,735,510,483,2300,0.69,0.66,3.13,dev,TypeScript_HTML_JavaScript_CSS_Makefile_Dockerfile_SCSS_Shell
iiwbook,733,7,68,221,0.01,0.09,0.3,master,HTML_Python_Shell_CSS_JavaScript_Dockerfile
mobile-starter-kit,728,11,3,24,0.02,0,0.03,master,
Agile-Delivery-Process,727,7,3,47,0.01,0,0.06,master,
flatfile-tools,726,3,2,287,0,0,0.39,master,Python_C++_C_Shell_R_Rebol_Batchfile
cas-metabase,726,2,20,69,0,0.03,0.09,develop,Shell_Mustache_Smarty_Dockerfile_Makefile
GDX-Analytics-Drupal-Snowplow,721,2,7,42,0,0.01,0.06,master,PHP_JavaScript
healthgateway,716,3,2224,5736,0,3.1,8,dev,C#_Vue_TypeScript_JavaScript_HTML_SCSS_Shell_Dockerfile_Python_Batchfile
aqadvisories-eservice,715,2,6,272,0,0.01,0.38,master,JavaScript_HTML_CSS_Shell
sbc-common-components,715,4,210,338,0.01,0.29,0.47,master,Vue_TypeScript_Python_Makefile_JavaScript_SCSS_HTML_Shell
bcdc-test,709,2,48,555,0,0.07,0.78,dev,Python
pssg-cornet-dynamics,708,0,2,1,0,0,0,master,
goshawk-ios,706,2,1,17,0,0,0.02,master,Swift_HTML
sae-workbench,701,16,24,6,0.02,0.03,0.01,master,JavaScript_TypeScript_CSS_Shell_HTML_Dockerfile_Smarty
Skeena_WB,701,2,1,1,0,0,0,master,
cas-ggircs-metabase,700,0,6,18430,0,0.01,26.29,bcgov,Clojure_JavaScript_HTML_CSS_Shell_Objective-C_Perl_Dockerfile_Emacs Lisp_Rich Text Format_Ruby
cas-ggircs-metabase-builder,700,1,22,27,0,0.03,0.04,master,Dockerfile_Makefile_Shell
EDUC-UMU,699,10,43,1109,0.01,0.06,1.58,master,JavaScript_Vue_Groovy_Dockerfile_HTML_CSS
bc_snow_ops,698,0,1,330,0,0,0.47,master,R
ExchangeLabOps,697,8,60,371,0.01,0.09,0.53,master,SCSS_HTML_Ruby_JavaScript
pssg-cornet-dynamics-config,695,2,1,1,0,0,0,master,
pssg-cornet-dynamics-queue-proc,695,2,1,3,0,0,0,master,C#
EDUC-CAPS,695,3,2,453,0,0,0.65,master,C#_JavaScript_HTML_CSS
sk_tda,693,3,2,8,0,0,0.01,master,R
eForWasteBC,691,1,3,12,0,0,0.02,master,Objective-C_HTML_Shell
rems2aquachem,688,0,1,60,0,0,0.09,master,JavaScript_R_CSS_HTML
api-guidelines,687,18,7,44,0.03,0.01,0.06,master,
ckanext-edc-rss,686,2,1,7,0,0,0.01,master,Python_HTML
recycling-indicator,686,2,4,182,0,0.01,0.26,master,R
iamp-email-service,685,2,14,56,0,0.02,0.08,master,Java
iamp-mq-component,685,2,5,12,0,0.01,0.02,develop,Java
gis-pantry,685,22,98,275,0.03,0.14,0.4,master,Jupyter Notebook_Python_Shell_Batchfile
EDUC-DIGITALID-API,684,2,101,446,0,0.15,0.65,master,Java_Shell_Dockerfile
envair,681,6,2,83,0.01,0,0.12,master,R
bcca-payment-hub,679,3,31,37,0,0.05,0.05,master,Python_HTML_TypeScript_Shell_Groovy_CSS_JavaScript_Dockerfile
von-oil-gas-poc,677,2,15,52,0,0.02,0.08,master,Python_Shell_CSS_JavaScript_Dockerfile
eagle-helper-pods,675,2,86,158,0,0.13,0.23,master,Groovy_Shell_JavaScript_Dockerfile
nr-email-microservice,674,2,17,55,0,0.03,0.08,master,JavaScript
pssg-cornet-dynamics-end2end-service,673,1,11,20,0,0.02,0.03,master,Java_HTML_CSS_JavaScript
digital-lakes,672,2,1,1,0,0,0,master,
nmp-arm,671,3,53,150,0,0.08,0.22,release,Python_JavaScript_HTML_CSS_Shell_Dockerfile
pssg-cornet-dynamics-queue-proc-rabbitmq,670,2,22,3,0,0.03,0,master,
aries-vcr-issuer-controller,666,9,54,209,0.01,0.08,0.31,master,Python_Shell_CSS_Makefile_Dockerfile_JavaScript
EDUC-CURRICWS,666,3,5,284,0,0.01,0.43,master,JavaScript_Dockerfile_Shell
skeena-ogma-amendments-assessment,666,1,1,17,0,0,0.03,master,Python
cas-shipit,665,3,133,155,0,0.2,0.23,master,Ruby_HTML_Smarty_JavaScript_Dockerfile_Makefile_CSS
forestry-quarterly-report,664,1,1,14,0,0,0.02,master,Python
jrcc-document-access-libs,664,15,172,540,0.02,0.26,0.81,master,Java_Shell
jag-isb-devorg,664,2,6,12,0,0.01,0.02,master,C#_HTML_CSS_Shell_JavaScript
ranktrends,663,7,6,98,0.01,0.01,0.15,master,R
pssg-cordyn-management-console,659,2,1,1,0,0,0,master,
pssg-cordyn-rabbitmq-interface-controller,659,2,18,11,0,0.03,0.02,master,
AGOL_getMapFromApp,659,1,2,3,0,0,0,master,Jupyter Notebook
AGOL_getSizeFromGroup,659,1,2,6,0,0,0.01,master,Jupyter Notebook
FAIBOracle,659,2,1,60,0,0,0.09,master,R
forestDroughtTool,658,2,3,60,0,0,0.09,master,R
FAIBCompiler,658,2,1,76,0,0,0.12,master,R
FAIBBase,658,2,2,56,0,0,0.09,master,R
eagle-dev-guides,657,2,52,93,0,0.08,0.14,master,Shell_PowerShell_JavaScript
cloud-adoption-patterns,657,3,4,8,0,0.01,0.01,master,
cas-postgres,657,4,87,300,0.01,0.13,0.46,develop,Shell_Makefile_Mustache_Dockerfile
GDX-Analytics-Looker-Google-MyBusiness,652,2,14,33,0,0.02,0.05,master,LookML
eagle-reports,646,2,18,37,0,0.03,0.06,master,
EDUC-ISFS,645,3,1,26,0,0,0.04,master,JavaScript_C#_HTML
EDUC-STUDENTSUCCESS,645,3,7,35,0,0.01,0.05,master,PHP_Blade_JavaScript
vc-authn-oidc,644,44,82,308,0.07,0.13,0.48,master,C#_Shell_HTML_Dockerfile
iamp-apps-configs,643,2,5,8,0,0.01,0.01,master,
bcparis-service,643,2,209,845,0,0.32,1.31,master,Java
nr-showcase-devops-tools,642,3,16,50,0,0.02,0.08,master,Groovy_Dockerfile
nr-showcase-devops-tools-demo-sq,642,2,6,12,0,0.01,0.02,master,Groovy_JavaScript
gatsby-source-matomo,642,3,15,35,0,0.02,0.05,master,JavaScript
jrcc-sample-app,640,2,6,3,0,0.01,0,master,Java
rocketgate,639,5,9,38,0.01,0.01,0.06,master,JavaScript_Shell
gatsby-source-github-raw,636,2,14,54,0,0.02,0.08,master,JavaScript
native-species-rank-indicator,635,2,4,216,0,0.01,0.34,master,R
orgbook-configurations,635,19,80,244,0.03,0.13,0.38,master,Shell_Groovy
cas-ggircs-ciip-2018-schema,633,4,37,41,0.01,0.06,0.06,develop,PLpgSQL_Makefile_Shell_Perl
cas-ciip-portal,632,6,1611,5158,0.01,2.55,8.15,develop,PLpgSQL_TypeScript_JavaScript_Gherkin_Shell_Makefile_Dockerfile_HTML_Mustache_Smarty_CSS_Perl
fwben,631,138,16,12,0.22,0.03,0.02,master,Python_HTML_Vue_TypeScript_Shell_Groovy_JavaScript_Makefile_Stylus_Dockerfile_Mako
drake-example,630,6,5,48,0.01,0.01,0.08,main,R
cas-pipeline,629,6,43,179,0.01,0.07,0.28,master,Shell_Makefile_Smarty
cas-metascript,629,2,3,199,0,0,0.32,master,JavaScript
bc-sans,629,4,3,22,0.01,0,0.03,master,CSS
ols-geocoder,628,203,36,133,0.32,0.06,0.21,dev,Java_CSS
forageConversionTool,624,6,3,12,0.01,0,0.02,master,Python
cas-ggircs-metabase-build,623,3,22,41,0,0.04,0.07,develop,Makefile_Dockerfile
aries-cloudagent-container,621,4,25,60,0.01,0.04,0.1,master,Python_Dockerfile_JavaScript_Shell
new2Q-reports,618,20,3,35,0.03,0,0.06,master,Python_Makefile_Batchfile_Shell_QML
census_geography_bc,616,3,2,19,0,0,0.03,master,R
ols-util,616,3,13,30,0,0.02,0.05,dev,Java
GDX-Analytics-Looker-Google-MyBusiness-ServiceBC,616,2,20,56,0,0.03,0.09,master,LookML
cas-ggircs-ciip-2018-extract,614,4,36,106,0.01,0.06,0.17,develop,Python_Smarty_Dockerfile_Makefile_Shell
common-hosted-email-service,614,2,89,445,0,0.14,0.72,master,JavaScript_Groovy
bcparis-apps-configs,611,2,18,48,0,0.03,0.08,dev,
bcws-psu-research,611,118,1,1355,0.19,0,2.21,master,Shell_C++_Python_C_R_Makefile
eagle-common-components,611,2,1,3,0,0,0,master,
searchgate,610,6,16,77,0.01,0.03,0.13,master,JavaScript_Shell
ocwa-file-scanner,609,2,1,14,0,0,0.02,master,JavaScript_Shell_Dockerfile
EDUC-CURRI,609,2,2,28,0,0,0.05,master,CSS_JavaScript_PHP_HTML
url-filter-proxy,603,2,1,14,0,0,0.02,master,Shell_Dockerfile
gitlab-keycloak-group-sync,603,2,1,50,0,0,0.08,master,JavaScript_Shell_Dockerfile
asdm-postgres,603,2,2,57,0,0,0.09,master,Python_Smarty_HCL_Shell_Dockerfile
git-sae-ops,603,2,3,1,0,0,0,master,
digital-marketplace,602,2,1,7,0,0,0.01,master,
von-bc-registries-agent-configurations,602,5,48,152,0.01,0.08,0.25,master,Shell_Groovy
GDX-Analytics-Looker-CleanBC,594,2,7,19,0,0.01,0.03,master,LookML
law-society-demo,591,6,32,87,0.01,0.05,0.15,master,TypeScript_Vue_HTML_Shell_JavaScript_Dockerfile_SCSS
Skeena_ESI_Wetlands,590,2,1,2,0,0,0,master,R
cap-eagle-admin,590,2,15,1489,0,0.03,2.52,develop,TypeScript_HTML_CSS_JavaScript_Shell_Dockerfile
cap-eagle-public,590,2,17,1174,0,0.03,1.99,develop,TypeScript_HTML_CSS_JavaScript_Shell_Dockerfile
cap-eagle-dev-guides,590,2,11,93,0,0.02,0.16,master,Shell_PowerShell_JavaScript
cap-eagle-api,590,2,38,896,0,0.06,1.52,develop,JavaScript_Shell
ckanext-bcgov-schema,590,2,30,86,0,0.05,0.15,master,JavaScript_HTML_Python_CSS
cap-eagle-helper-pods,590,2,41,116,0,0.07,0.2,master,Groovy_Shell_HCL_Dockerfile
EDUC-PASS,588,2,1,10,0,0,0.02,master,CSS_Java
ds-cop-intro-to-r,587,5,13,162,0.01,0.02,0.28,master,R
moh-prime,583,4,1224,1701,0.01,2.1,2.92,develop,C#_TypeScript_HTML_SCSS_Python_Dockerfile_Shell_JavaScript_Batchfile_Mako
docugate,575,2,12,28,0,0.02,0.05,master,JavaScript_Shell
aries-cloudcontroller-node,574,7,14,59,0.01,0.02,0.1,master,TypeScript_Shell
fams3,574,2,524,2210,0,0.91,3.85,master,C#_Dockerfile_Shell
bcgov-r-geo-workshop,572,28,7,211,0.05,0.01,0.37,master,R
ExitSurveyAdmin,572,151,5,408,0.26,0.01,0.71,master,C#_TypeScript_JavaScript_SCSS_HTML_Shell_CSS
ppr-deprecated,569,576,351,463,1.01,0.62,0.81,master,TypeScript_Python_Vue_Groovy_Shell_CSS_JavaScript_Dockerfile_HTML_Mako
mhr,569,1,0,0,0,0,0,,
pssg-psd-css,567,2,57,146,0,0.1,0.26,master,C#_TypeScript_HTML_Shell_SCSS_JavaScript_Batchfile
moh-bcp,566,2,220,988,0,0.39,1.74,master,TypeScript_HTML_SCSS_JavaScript_Shell_Dockerfile
moh-address-validation,566,2,6,24,0,0.01,0.04,master,JavaScript
jag-cullencommission,562,1,1240,2791,0,2.2,4.96,master,PHP_HTML_SCSS_Dockerfile_Groovy_Hack_Shell
Biodiversity_CC,561,2,1,3,0,0,0.01,master,R
telemetry,559,3,3,58,0.01,0.01,0.1,master,R
EDUC-KEYCLOAK-SOAM,558,2,267,760,0,0.48,1.36,master,Shell_Java_TypeScript_JavaScript_Groovy_FreeMarker_CSS_Dockerfile
popProjApp,558,2,2,17,0,0,0.03,master,R
hsdProj,558,3,1,12,0.01,0,0.02,master,R
GCS,558,3,1,25,0.01,0,0.04,master,R
Forester-Job-Placement,555,17,42,491,0.03,0.08,0.88,master,TypeScript_HTML_JavaScript_Python_Shell_CSS_Groovy_Dockerfile
embc-ess-mod,552,2,322,1578,0,0.58,2.85,master,C#_TypeScript_HTML_SCSS_JavaScript_Dockerfile_PowerShell
NRPTI,552,3,833,1110,0.01,1.51,2.01,master,TypeScript_JavaScript_HTML_SCSS_Groovy_Dockerfile_Shell
dpdd-snippets,551,4,5,65,0.01,0.01,0.12,master,R
design-system-web-components,548,3,9,120,0.01,0.02,0.22,master,TypeScript_SCSS_JavaScript_HTML
pipeline-bot,545,2,87,377,0,0.16,0.69,master,CoffeeScript_Shell_Dockerfile_Batchfile
cass-api,545,1,13,517,0,0.02,0.95,master,TypeScript_Shell_HTML_TSQL_Batchfile_Groovy_JavaScript_Dockerfile
cass-frontend,545,1,22,1075,0,0.04,1.97,master,TypeScript_JavaScript_CSS_Groovy_Shell_HTML_Dockerfile
bc-fwa-river-profiles,544,10,3,25,0.02,0.01,0.05,master,R
GDX-Analytics-Looker-SBC-Call-Centre,542,2,8,26,0,0.01,0.05,master,LookML
invasivesBC-mussels-iOS,540,7,170,554,0.01,0.31,1.02,master,Swift_Shell_Objective-C_Ruby
eagle-mobile-inspections,540,2,29,70,0,0.05,0.13,develop,JavaScript_Objective-C_Java_Starlark
keycloak-group-extension,538,2,1,22,0,0,0.04,master,Java_FreeMarker
shinywqg,538,61,9,357,0.11,0.02,0.66,master,R_CSS_HTML
nr-metabase-showcase,537,2,2,9,0,0,0.02,master,Java_HTML_CSS
tukey,533,2,4,7,0,0.01,0.01,master,CSS_FreeMarker
CANSIM-retail-trade-shiny,533,4,2,41,0.01,0,0.08,master,R
issuer-kit,533,81,192,810,0.15,0.36,1.52,master,TypeScript_Vue_HTML_Shell_JavaScript_Dockerfile_SCSS
EDUC-STUDENT-API,533,2,108,465,0,0.2,0.87,master,Java_Shell_Dockerfile
EDUC-PEN-REQUEST-API,532,4,96,540,0.01,0.18,1.01,master,Java_Shell_Dockerfile
ols-geocoder-cpf-plugin,532,3,17,40,0.01,0.03,0.08,dev,Java
cap-eagle-mobile-inspections,532,2,3,18,0,0.01,0.03,develop,JavaScript_Objective-C_Java_Starlark
HMCR,531,3,612,1238,0.01,1.15,2.33,master,TSQL_C#_JavaScript_SCSS_Groovy_HTML_Shell_Dockerfile
common-document-generation-service,530,3,58,229,0.01,0.11,0.43,master,JavaScript_Groovy_Shell
digital_marketplace,530,11,140,1874,0.02,0.26,3.53,development,TypeScript_SCSS_JavaScript_Groovy_HTML_Nix_Shell_Dockerfile
EDUC-SOAM-API,526,2,27,253,0,0.05,0.48,master,Java_Shell_Dockerfile
sfts2s3,525,5,8,29,0.01,0.02,0.06,master,HTML_JavaScript_CSS_Dockerfile
jag-dps,524,2,354,1052,0,0.68,2.01,master,Java_Shell_Dockerfile
PIMS,523,5,1096,1261,0.01,2.09,2.41,dev,C#_TypeScript_TSQL_Python_SCSS_Shell_Groovy_JavaScript_Dockerfile_Makefile_HTML_PLpgSQL
namerequest,523,3,368,551,0.01,0.7,1.05,main,Vue_TypeScript_Groovy_Sass_SCSS_JavaScript_Makefile_HTML_Dockerfile_Shell
EDUC-STUDENT-ADMIN,520,2,550,1844,0,1.06,3.54,master,Vue_JavaScript_Shell_CSS_HTML_Dockerfile_TypeScript
bcsnowdata,520,2,1,63,0,0,0.12,master,R
digital-policy,520,7,8,120,0.01,0.02,0.23,master,
zeva,517,2,663,117,0,1.28,0.23,release-1.25.0,Python_JavaScript_Shell_CSS_SCSS_PLpgSQL_Dockerfile_Groovy_Jupyter Notebook_HTML
digital.gov.bc.ca,515,452,203,1308,0.88,0.39,2.54,develop,JavaScript_HTML_Jinja_CSS_Dockerfile_Shell
EDUC-INFRA-COMMON,514,2,91,734,0,0.18,1.43,master,CSS_HTML_JavaScript_Shell_Dockerfile_Batchfile
digital-principles,512,23,6,26,0.04,0.01,0.05,master,
offSiteTrees,511,2,2,6,0,0,0.01,master,R
Similkameen-WQOs,511,2,2,28,0,0,0.05,master,R
arcgis_hackers,510,3,2,31,0.01,0,0.06,master,Python
AGOL-PullandPushMetadata,510,1,3,7,0,0.01,0.01,master,Jupyter Notebook
AGOL_UsageReport,509,1,1,2,0,0,0,master,Jupyter Notebook
bcdevexchange,506,14,80,275,0.03,0.16,0.54,master,HTML_CSS_C#_JavaScript_Shell_Dockerfile
MapRobot,506,1,1,2,0,0,0,master,Python
eagle-minio-openshift,506,0,2,35,0,0,0.07,master,Groovy_Dockerfile_Shell
sae-virtual-display,505,2,24,165,0,0.05,0.33,develop,JavaScript_Python_HTML_CSS_Dockerfile_Smarty_HCL_Shell
SBC_DivApps,505,4,96,107,0.01,0.19,0.21,master,JavaScript_Java_Python_CSS_Vue_HTML_TypeScript_Dockerfile_SCSS_Groovy
design-research-guide,504,22,6,206,0.04,0.01,0.41,master,CSS
smk-tlink,504,161,36,251,0.32,0.07,0.5,develop,HTML_JavaScript_Shell_CSS
MPB-regeneration,498,3,2,70,0.01,0,0.14,master,R
citz-imb-sp-breadcrumbs,497,2,8,23,0,0.02,0.05,main,JavaScript_HTML
BCSC-SS,497,3,331,1492,0.01,0.66,3,dev,Python_Vue_TypeScript_HTML_Shell_SCSS_Dockerfile_Makefile_JavaScript_Mako
business-create-ui,497,3,195,251,0.01,0.39,0.5,main,TypeScript_Vue_Groovy_SCSS_Makefile_JavaScript_HTML_Dockerfile_Shell
citz-imb-sp-vdr,497,2,47,45,0,0.09,0.09,master,JavaScript_CSS_HTML_Shell
moose_lch,496,3,2,28,0.01,0,0.06,master,HTML
moh-soapui,495,2,1,7,0,0,0.01,master,Dockerfile
jag-ceis-crdp-integration,495,2,1,1,0,0,0,master,
bcdc2bcdc,492,1,10,139,0,0.02,0.28,dev,Python_Dockerfile
bcrs-utilities,492,2,3,4,0,0.01,0.01,master,Python_Dockerfile
EDUC-DOCUMENT-API,490,2,2,14,0,0,0.03,master,Java
design-system-temporary,490,3,11,9,0.01,0.02,0.02,master,JavaScript_HTML
common-service-showcase,489,15,36,97,0.03,0.07,0.2,gh-pages,HTML_SCSS_Ruby_Shell
EDUC-COURSE-ACHIEVE-API,489,2,1,5,0,0,0.01,master,Java
sbc-search,489,179,39,857,0.37,0.08,1.75,main,Python_Vue_TypeScript_JavaScript_Makefile_Dockerfile_Shell_SCSS_HTML_Mako
sdd-nifi,489,2,2,54,0,0,0.11,develop,Python_Shell_Dockerfile_JavaScript
