"repository","owner","name_with_owner","url","homepage_url","description","stars","forks","disk_usage","is_fork","is_mirror","is_private","is_archived","is_template","has_issues_enabled","has_projects_enabled","has_wiki_enabled","merge_commit_allowed","rebase_merge_allowed","squash_merge_allowed","created_at","updated_at","pushed_at"
"pssg-cscp-vsd","bcgov","bcgov/pssg-cscp-vsd","https://github.com/bcgov/pssg-cscp-vsd","","Victim Service Delivery portal","1","8","5140","false","false","false","false","false","true","true","true","true","true","true","2018-07-23T17:15:48Z","2021-04-27T23:55:15Z","2021-04-27T23:55:12Z"
"BCwebcheck","bcgov","bcgov/BCwebcheck","https://github.com/bcgov/BCwebcheck","","","0","0","17776","false","false","false","false","false","true","true","true","true","true","true","2018-07-27T20:59:52Z","2021-01-04T17:17:43Z","2021-01-04T17:18:25Z"
"SecNewsFeedReader-Drupal","bcgov","bcgov/SecNewsFeedReader-Drupal","https://github.com/bcgov/SecNewsFeedReader-Drupal","","Drupal 8 OPML reader utilizing minimal changes and BC gov theme.","0","1","2746","false","false","false","false","false","true","true","true","true","true","true","2018-07-27T21:08:26Z","2021-01-04T17:15:15Z","2021-01-04T17:12:25Z"
"moh-oauth","bcgov","bcgov/moh-oauth","https://github.com/bcgov/moh-oauth","","","0","0","5","false","false","false","false","false","true","true","true","true","true","true","2018-07-30T20:39:38Z","2018-07-30T20:39:41Z","2020-01-17T00:28:24Z"
"smk","bcgov","bcgov/smk","https://github.com/bcgov/smk","https://bcgov.github.io/smk/","Simple Map Kit is an open source software package that supports the rapid development of maps using leafletJS and various data sources and services.  For the companion SMK Editor, please see the repository https://github.com/bcgov/smk-cli.","6","5","17760","false","false","false","false","false","true","true","true","true","true","true","2018-08-07T18:40:55Z","2021-01-21T21:43:08Z","2021-01-21T21:43:06Z"
"snow-dur-analysis","bcgov","bcgov/snow-dur-analysis","https://github.com/bcgov/snow-dur-analysis","","Google Earth Engine, Python and R scripts for analysing and visualising MODIS snow duration data in British Columbia","8","3","831939","false","false","false","false","false","true","true","true","true","true","true","2018-08-08T21:40:23Z","2020-12-16T19:53:56Z","2020-12-16T19:53:53Z"
"bcgov-sso-theme","bcgov","bcgov/bcgov-sso-theme","https://github.com/bcgov/bcgov-sso-theme","","A BC Gov SSO Theme","0","4","89","false","false","false","true","false","true","true","true","true","true","true","2018-08-13T23:43:13Z","2019-09-11T16:35:10Z","2019-09-11T16:34:56Z"
"smk-bcparks","bcgov","bcgov/smk-bcparks","https://github.com/bcgov/smk-bcparks","https://bcparks.apps.gov.bc.ca/","A simple map for BC Parks (replacement for DMF)","0","1","1409","false","false","false","true","false","true","true","true","true","true","true","2018-08-14T22:31:11Z","2021-04-15T22:57:48Z","2020-01-17T00:52:04Z"
"smk-moh","bcgov","bcgov/smk-moh","https://github.com/bcgov/smk-moh","","BC Ministry of Health Simple Maps","0","3","3158","false","false","false","false","false","true","true","true","true","true","true","2018-08-15T23:00:31Z","2021-05-04T17:43:48Z","2021-05-04T21:10:15Z"
"RasterLandCover","bcgov","bcgov/RasterLandCover","https://github.com/bcgov/RasterLandCover","","Rasterize input data for Land Cover mapping","0","0","13","false","false","false","false","false","true","true","true","true","true","true","2018-08-17T17:45:06Z","2018-08-20T20:59:56Z","2020-01-17T00:42:26Z"
"gcpe-NRMS-frontend","bcgov","bcgov/gcpe-NRMS-frontend","https://github.com/bcgov/gcpe-NRMS-frontend","","The front end Angular 6 application for the News Release Management System (NRMS)","2","5","2423","false","false","false","false","false","true","true","true","true","true","true","2018-08-17T18:58:45Z","2020-04-07T23:16:52Z","2021-05-07T19:23:22Z"
"gcpe-NRMS-api","bcgov","bcgov/gcpe-NRMS-api","https://github.com/bcgov/gcpe-NRMS-api","","The .net Core 2.1 API for the News Release Management System (NRMS)","1","3","164","false","false","false","true","false","true","true","true","true","true","true","2018-08-17T18:59:43Z","2021-03-30T21:53:26Z","2020-01-17T00:46:19Z"
"jag-scheduling-hub","bcgov","bcgov/jag-scheduling-hub","https://github.com/bcgov/jag-scheduling-hub","","The Scheduling hub for the BC Ministry of Justice","0","0","455","false","false","false","false","false","true","true","true","true","true","true","2018-08-27T23:11:08Z","2018-08-28T17:00:17Z","2020-11-16T16:43:41Z"
"kq-ui","bcgov","bcgov/kq-ui","https://github.com/bcgov/kq-ui","","Apps Register with the B.C. Data Catalogue","0","1","213","false","false","false","false","false","true","true","true","true","true","true","2018-08-30T00:42:05Z","2021-01-17T19:43:55Z","2020-12-16T19:52:59Z"
"kq-api","bcgov","bcgov/kq-api","https://github.com/bcgov/kq-api","","Apps Register API with the B.C. Data Catalogue","0","1","119","false","false","false","false","false","true","true","true","true","true","true","2018-08-30T00:43:36Z","2020-12-16T19:52:29Z","2020-12-16T19:52:41Z"
"sbc-mcap","bcgov","bcgov/sbc-mcap","https://github.com/bcgov/sbc-mcap","","ServiceBC Online Assistance","0","2","1586","false","false","false","false","false","true","true","true","true","true","true","2018-09-05T21:40:24Z","2021-02-25T05:47:46Z","2021-02-25T05:47:44Z"
"scj-online-booking-system","bcgov","bcgov/scj-online-booking-system","https://github.com/bcgov/scj-online-booking-system","","Online Booking System for British Columbia Supreme Court","0","0","240","false","false","false","true","false","true","true","true","true","true","true","2018-09-10T21:16:58Z","2021-04-21T15:57:21Z","2021-04-21T15:57:05Z"
"ldf_drf_db_comments","bcgov","bcgov/ldf_drf_db_comments","https://github.com/bcgov/ldf_drf_db_comments","https://github.com/bcgov/agile-sdlc/wiki/Living-Documentation","Living Documentation Framework - Django REST Framework - Postgresql Database Comments","0","1","26","false","false","false","false","false","true","true","true","true","true","true","2018-09-11T17:07:01Z","2018-09-11T22:44:39Z","2020-01-17T00:27:12Z"
"range-api","bcgov","bcgov/range-api","https://github.com/bcgov/range-api","https://myrangebc.gov.bc.ca","My Range BC API","0","6","18205","false","false","false","false","false","true","true","true","true","true","true","2018-09-13T17:59:49Z","2021-04-08T22:53:04Z","2021-05-07T18:16:17Z"
"devhub-app-web","bcgov","bcgov/devhub-app-web","https://github.com/bcgov/devhub-app-web","https://developer.gov.bc.ca/","Web application for the DevHub","22","31","33403","false","false","false","false","false","true","true","true","true","true","true","2018-09-13T18:20:12Z","2021-04-27T23:41:42Z","2021-04-30T14:58:05Z"
"OCWA","bcgov","bcgov/OCWA","https://github.com/bcgov/OCWA","","Output Checking Workflow App","8","4","20937","false","false","false","false","false","true","true","true","true","true","true","2018-09-14T17:51:21Z","2020-10-23T19:17:12Z","2021-05-07T19:12:06Z"
"common-ui-components","bcgov","bcgov/common-ui-components","https://github.com/bcgov/common-ui-components","","A landing pad for common ui component which are accessible via the @bcgov npm namespace","1","0","306","false","false","false","true","false","true","true","true","true","true","true","2018-09-21T23:36:10Z","2019-08-15T01:33:16Z","2018-09-23T03:37:24Z"
"repomountie","bcgov","bcgov/repomountie","https://github.com/bcgov/repomountie","","The repo mountie is a bot to help mange cultural policies relevant to our repos","3","14","4020","false","false","false","false","false","true","true","false","true","true","true","2018-10-02T16:29:52Z","2021-04-29T23:49:22Z","2021-05-07T19:39:38Z"
"common-web-utils","bcgov","bcgov/common-web-utils","https://github.com/bcgov/common-web-utils","","Common Front End JS utils and libraries","1","0","663","false","false","false","false","false","true","true","true","true","true","true","2018-10-02T22:02:14Z","2019-11-28T17:46:56Z","2021-05-07T19:56:16Z"
"spa-env-server","bcgov","bcgov/spa-env-server","https://github.com/bcgov/spa-env-server","","Serve environment variables of server to remote SPAs (no secrets! only public info).","0","1","104","false","false","false","false","false","true","true","true","true","true","true","2018-10-09T17:31:14Z","2019-03-14T17:38:30Z","2021-05-07T20:56:12Z"
"design-system","bcgov","bcgov/design-system","https://github.com/bcgov/design-system","","British Columbia Government Design System for Digital Services","26","27","17858","false","false","false","false","false","true","true","true","true","true","true","2018-10-10T19:06:06Z","2021-04-15T22:43:08Z","2021-04-15T22:43:05Z"
"bcgov-useR","bcgov","bcgov/bcgov-useR","https://github.com/bcgov/bcgov-useR","","A repository to house presentation materials from bcgov useR days","5","3","17418","false","false","false","false","false","true","true","true","true","true","true","2018-10-11T19:10:27Z","2020-11-03T23:04:14Z","2020-11-03T23:04:12Z"
"bowron-ssn","bcgov","bcgov/bowron-ssn","https://github.com/bcgov/bowron-ssn","","R code to model summer stream temperature under different climate scenarios in the Bowron watershed","0","1","10256","false","false","false","false","false","true","true","true","true","true","true","2018-10-16T22:07:29Z","2021-04-15T19:30:30Z","2021-04-15T19:29:57Z"
"scheduler","bcgov","bcgov/scheduler","https://github.com/bcgov/scheduler","https://probot.github.io/docs/extensions/#scheduler","A Probot extension to trigger events on an hourly schedule","0","0","4004","true","false","false","false","false","false","true","true","true","true","true","2018-10-18T16:14:46Z","2018-10-18T16:41:25Z","2020-01-17T00:48:46Z"
"jag-pill-press-registry","bcgov","bcgov/jag-pill-press-registry","https://github.com/bcgov/jag-pill-press-registry","","","3","5","10210","false","false","false","false","false","true","true","true","true","true","true","2018-10-19T21:16:17Z","2020-04-26T00:47:49Z","2021-02-11T04:24:29Z"
"gcpe-news-dashboard","bcgov","bcgov/gcpe-news-dashboard","https://github.com/bcgov/gcpe-news-dashboard","","BC Gov News Dashboard application for keeping Ministry Offices and stakeholders informed. ","3","11","3782","false","false","false","false","false","true","true","true","true","true","true","2018-10-23T22:47:53Z","2021-04-29T23:42:10Z","2021-05-06T23:42:37Z"
"VON-ESB-DRS-Agent","bcgov","bcgov/VON-ESB-DRS-Agent","https://github.com/bcgov/VON-ESB-DRS-Agent","","Piloting the Dispute Resolution Suite with connections to the OrgBook","0","3","827","false","false","false","false","false","true","true","true","true","true","true","2018-10-29T15:14:43Z","2020-04-16T22:45:53Z","2020-04-16T22:45:50Z"
"smk-common-iac","bcgov","bcgov/smk-common-iac","https://github.com/bcgov/smk-common-iac","","Common Infrastructure as Code for SMK sites.","0","1","16","false","false","false","false","false","true","true","true","true","true","true","2018-11-02T21:44:00Z","2019-10-23T23:11:30Z","2020-01-17T00:51:49Z"
"aquifer-factsheets","bcgov","bcgov/aquifer-factsheets","https://github.com/bcgov/aquifer-factsheets","https://apps.nrs.gov.bc.ca/gwells/","R scripts for generating aquifer fact sheets for British Columbia","1","0","257","false","false","false","false","false","true","true","true","true","true","true","2018-11-06T19:15:22Z","2020-12-16T18:59:10Z","2020-12-16T18:59:08Z"
"von-agent-template","bcgov","bcgov/von-agent-template","https://github.com/bcgov/von-agent-template","","Template for a von-x based agent","6","17","1376","false","false","false","false","false","true","true","true","true","true","true","2018-11-09T18:00:58Z","2021-03-20T02:28:18Z","2020-04-16T22:45:18Z"
"bcgov-rstats-public-presentations","bcgov","bcgov/bcgov-rstats-public-presentations","https://github.com/bcgov/bcgov-rstats-public-presentations","","Content (slide decks etc) from presentations related to use of R (#rstats) in the B.C. government","8","2","69590","false","false","false","false","false","true","true","true","true","true","true","2018-11-12T03:05:27Z","2021-01-28T02:17:57Z","2021-01-28T02:17:57Z"
"ckanext-bcgov-disqus","bcgov","bcgov/ckanext-bcgov-disqus","https://github.com/bcgov/ckanext-bcgov-disqus","","BCGov Disqus CKAN Extension","0","0","32","false","false","false","true","false","true","true","true","true","true","true","2018-11-14T23:15:29Z","2020-04-20T14:17:04Z","2019-03-25T17:10:35Z"
"ckanext-bcgov-cli","bcgov","bcgov/ckanext-bcgov-cli","https://github.com/bcgov/ckanext-bcgov-cli","","BCGov Cli CKAN Extension","0","0","78","false","false","false","false","false","true","true","true","true","true","true","2018-11-14T23:29:41Z","2020-08-10T04:29:25Z","2020-08-10T04:29:24Z"
"HunterDensity","bcgov","bcgov/HunterDensity","https://github.com/bcgov/HunterDensity","","Repo to estimate hunter density in BC","0","0","28","false","false","false","false","false","true","true","true","true","true","true","2018-11-15T23:39:18Z","2020-05-27T00:51:53Z","2020-05-27T00:51:50Z"
"HumanLivestockDensity","bcgov","bcgov/HumanLivestockDensity","https://github.com/bcgov/HumanLivestockDensity","","R code for generating human and livestock density using 2016 census information","0","0","18","false","false","false","false","false","true","true","true","true","true","true","2018-11-16T21:26:58Z","2019-01-23T20:40:44Z","2020-01-17T00:48:54Z"
"gcpe-hub-api","bcgov","bcgov/gcpe-hub-api","https://github.com/bcgov/gcpe-hub-api","","BC Gov News Dashboard application for keeping Ministry Offices and stakeholders informed. ","1","5","456","false","false","false","false","false","true","true","true","true","true","true","2018-11-16T22:21:53Z","2021-02-01T20:30:23Z","2021-02-01T20:31:00Z"
"entity","bcgov","bcgov/entity","https://github.com/bcgov/entity","","ServiceBC Registry Team working on Legal Entities","6","40","10717","false","false","false","false","true","true","true","true","true","true","true","2018-11-17T00:36:48Z","2021-05-07T21:13:39Z","2021-05-07T21:13:36Z"
"WEStblr","bcgov","bcgov/WEStblr","https://github.com/bcgov/WEStblr","","An R package for creating WES-style formatted excel tables","2","0","42","false","false","false","false","false","true","true","true","true","true","true","2018-11-22T00:46:59Z","2021-05-07T16:23:54Z","2021-05-07T16:23:52Z"
"replication_health_check","bcgov","bcgov/replication_health_check","https://github.com/bcgov/replication_health_check","","Script that can iterate through our replication systems and identify anomalies","0","1","45","false","false","false","false","false","true","true","true","true","true","true","2018-11-26T17:22:20Z","2021-05-03T14:28:56Z","2021-03-25T22:22:34Z"
"EDUC-ECAS","bcgov","bcgov/EDUC-ECAS","https://github.com/bcgov/EDUC-ECAS","","Ministry of Education Examinations and Contract Administration System","3","9","22992","false","false","false","false","false","true","true","true","true","true","true","2018-11-30T00:36:50Z","2021-05-06T18:44:16Z","2021-05-07T13:16:21Z"
"bcgov-Shiny-deployment-paths","bcgov","bcgov/bcgov-Shiny-deployment-paths","https://github.com/bcgov/bcgov-Shiny-deployment-paths","","Assorted documents, tips, pointers, for deploying Shiny in a BC Gov context","4","1","17","false","false","false","false","false","true","true","true","true","true","true","2018-12-04T19:16:53Z","2020-11-03T23:01:50Z","2020-11-03T23:01:47Z"
"wqo_shuswap","bcgov","bcgov/wqo_shuswap","https://github.com/bcgov/wqo_shuswap","","Water quality data assessment for Shuswap Lake in BC Canada.","3","0","195","false","false","false","false","false","true","true","true","true","true","true","2018-12-05T23:59:04Z","2020-04-15T21:12:55Z","2020-04-15T21:12:57Z"
"hydrometric_stations","bcgov","bcgov/hydrometric_stations","https://github.com/bcgov/hydrometric_stations","https://catalogue.data.gov.bc.ca/dataset/hydrometric-stations-active-and-discontinued","R script to create BC Hydrometric Stations Data Object in the BC Data Catalogue","2","0","53","false","false","false","false","false","true","true","true","true","true","true","2018-12-10T23:11:36Z","2021-04-30T18:15:14Z","2021-04-30T18:15:11Z"
"isb-rsi-courtsintegration","bcgov","bcgov/isb-rsi-courtsintegration","https://github.com/bcgov/isb-rsi-courtsintegration","","RSI Courts Integration","0","0","5","false","false","false","false","false","true","true","true","true","true","true","2018-12-11T00:04:14Z","2018-12-11T00:04:17Z","2020-01-17T00:50:10Z"
"moh-common-styles","bcgov","bcgov/moh-common-styles","https://github.com/bcgov/moh-common-styles","","Common UX components across MOH applications","6","3","25272","false","false","false","false","false","true","true","true","true","true","true","2018-12-11T22:00:06Z","2021-03-08T23:38:26Z","2021-05-07T04:46:33Z"
"SCJ-Online-Booking","bcgov","bcgov/SCJ-Online-Booking","https://github.com/bcgov/SCJ-Online-Booking","","Superior Courts Judiciary Online Booking","0","1","1911","false","false","false","false","false","true","true","true","true","true","true","2018-12-14T18:37:37Z","2021-04-27T14:42:06Z","2021-05-07T23:22:02Z"
"aries-vcr","bcgov","bcgov/aries-vcr","https://github.com/bcgov/aries-vcr","","Hyperledger Indy Catalyst is a set of application level software components designed to accelerate the adoption of trustworthy entity to entity communications. ","58","42","7015","false","false","false","false","false","true","true","true","true","true","true","2018-12-16T13:00:16Z","2021-05-04T12:43:27Z","2021-05-07T14:24:46Z"
"bcdata","bcgov","bcgov/bcdata","https://github.com/bcgov/bcdata","https://bcgov.github.io/bcdata","An R package for searching & retrieving data from the B.C. Data Catalogue","58","11","10292","false","false","false","false","false","true","true","true","true","true","true","2018-12-17T18:33:41Z","2021-05-04T20:43:57Z","2021-05-06T01:42:03Z"
"mdms-nodejs-client","bcgov","bcgov/mdms-nodejs-client","https://github.com/bcgov/mdms-nodejs-client","","An NPM package to wrap the client API calls for the BCGov Mobile Device Management System (MDMS).","0","0","99","false","false","false","false","false","true","true","true","true","true","true","2018-12-18T19:26:44Z","2019-01-07T17:15:03Z","2020-01-17T00:27:57Z"
"CHSP_dataviewer","bcgov","bcgov/CHSP_dataviewer","https://github.com/bcgov/CHSP_dataviewer","","Data manipulation and visualization in R of Statistics Canada's Canadian Housing Statistics Program (CHSP) data","0","0","14","false","false","false","false","false","true","true","true","true","true","true","2018-12-19T15:51:52Z","2021-05-05T00:15:50Z","2021-05-05T00:15:50Z"
"EDUC-NGN","bcgov","bcgov/EDUC-NGN","https://github.com/bcgov/EDUC-NGN","","Net Generation Network Business Automation","1","1","98433","false","false","false","false","false","true","true","true","true","true","true","2018-12-20T23:21:32Z","2021-01-04T16:01:43Z","2020-04-20T18:52:23Z"
"eagle-public","bcgov","bcgov/eagle-public","https://github.com/bcgov/eagle-public","https://projects.eao.gov.bc.ca/","EPIC revision 2019","1","19","9887","false","false","false","false","false","true","true","true","true","true","true","2018-12-21T00:41:17Z","2021-04-27T16:51:45Z","2021-04-28T22:58:19Z"
"eagle-admin","bcgov","bcgov/eagle-admin","https://github.com/bcgov/eagle-admin","https://projects.eao.gov.bc.ca/admin","EPIC Revision 2019 - Admin Frontend","1","18","6818","false","false","false","false","false","true","true","true","true","true","true","2018-12-21T00:44:32Z","2021-04-13T16:36:49Z","2021-04-16T17:37:15Z"
"eagle-api","bcgov","bcgov/eagle-api","https://github.com/bcgov/eagle-api","https://projects.eao.gov.bc.ca/","EPIC revision 2019","4","18","74749","false","false","false","false","false","true","true","true","true","true","true","2018-12-21T00:46:01Z","2021-05-05T18:10:00Z","2021-05-06T17:38:07Z"
"gcpe-hub","bcgov","bcgov/gcpe-hub","https://github.com/bcgov/gcpe-hub","","Repository containing the Open Sourced code for the Hub and Hub Legacy projects - including Corporate Calendar, Media Request Manager and others. ","0","3","14434","false","false","false","false","false","true","true","true","true","true","true","2018-12-27T17:13:43Z","2021-04-16T20:23:53Z","2021-04-16T20:23:46Z"
"Caribou_disturb_TT","bcgov","bcgov/Caribou_disturb_TT","https://github.com/bcgov/Caribou_disturb_TT","","Disturbance Analysis for Tweedsmuir Telkwas herds","0","0","63","false","false","false","false","false","true","true","true","true","true","true","2019-01-02T20:02:59Z","2020-12-16T16:22:44Z","2020-12-16T16:22:41Z"
"Caribou_Disturb_B","bcgov","bcgov/Caribou_Disturb_B","https://github.com/bcgov/Caribou_Disturb_B","","Caribou Disturbance Analysis for Boreal Herds","0","0","86","false","false","false","false","false","true","true","true","true","true","true","2019-01-03T21:22:48Z","2020-05-25T22:09:34Z","2020-04-15T01:15:01Z"
"mdms-device-signout-api","bcgov","bcgov/mdms-device-signout-api","https://github.com/bcgov/mdms-device-signout-api","","MDMS Generic Device Sign-out API","0","0","204","false","false","false","false","false","true","true","true","true","true","true","2019-01-07T18:22:58Z","2019-01-07T18:43:55Z","2020-01-17T00:27:48Z"
"mdms-device-signout-app","bcgov","bcgov/mdms-device-signout-app","https://github.com/bcgov/mdms-device-signout-app","","MDMS Generic Device Sign-out Mobile Application","0","0","100","false","false","false","false","false","true","true","true","true","true","true","2019-01-07T18:23:51Z","2019-01-07T18:39:29Z","2020-01-17T00:27:45Z"
"reggie","bcgov","bcgov/reggie","https://github.com/bcgov/reggie","","This is a tool to register for and invite user to bcgov self-serve applications through keyCloak SSO","2","0","1617","false","false","false","true","false","true","true","true","true","true","true","2019-01-08T00:25:00Z","2021-03-11T08:21:27Z","2021-01-11T19:03:48Z"
"GB_Unreported","bcgov","bcgov/GB_Unreported","https://github.com/bcgov/GB_Unreported","","R code for estimating unreported mortality for Grizzly Bears","0","0","37","false","false","false","false","false","true","true","true","true","true","true","2019-01-10T00:29:01Z","2020-01-21T19:05:09Z","2020-01-21T19:05:06Z"
"reggie-web","bcgov","bcgov/reggie-web","https://github.com/bcgov/reggie-web","","This the frontend of Reggie","0","3","480","false","false","false","true","false","true","true","true","true","true","true","2019-01-10T19:51:50Z","2020-03-03T18:31:44Z","2020-01-21T22:25:58Z"
"GB_Data","bcgov","bcgov/GB_Data","https://github.com/bcgov/GB_Data","","R script to load and organize grizzly bear indicators for use by a family of related Repos","0","0","31","false","false","false","false","false","true","true","true","true","true","true","2019-01-11T02:22:53Z","2020-01-21T19:05:36Z","2020-01-21T19:05:34Z"
"grizzly-bear-status-indicator","bcgov","bcgov/grizzly-bear-status-indicator","https://github.com/bcgov/grizzly-bear-status-indicator","","R scripts for a grizzly bear status indicator for Environmental Reporting BC ","4","0","10051","false","false","false","false","false","true","true","true","true","true","true","2019-01-15T00:11:56Z","2020-12-01T18:46:22Z","2020-12-01T18:46:19Z"
"devhub-resources","bcgov","bcgov/devhub-resources","https://github.com/bcgov/devhub-resources","","Informational resources for inclusion in the DevHub, curated by the DevHub team.","1","5","4238","false","false","false","false","false","true","true","true","true","true","true","2019-01-16T23:16:11Z","2021-04-27T21:07:56Z","2021-04-27T21:07:55Z"
"GB_Mortality","bcgov","bcgov/GB_Mortality","https://github.com/bcgov/GB_Mortality","","This repository contains [R](https://www.r-project.org/) code that summarizes Grizzly Bear mortality data.","0","0","32","false","false","false","false","false","true","true","true","true","true","true","2019-01-21T17:29:56Z","2020-01-18T02:04:40Z","2020-01-18T02:04:37Z"
"teis-utilities","bcgov","bcgov/teis-utilities","https://github.com/bcgov/teis-utilities","","Data standards including code, tables and resources to support terrestrial ecosystem mapping","0","0","14","false","false","false","false","false","true","true","true","true","true","true","2019-01-21T17:34:39Z","2019-03-27T22:08:37Z","2020-01-17T00:52:25Z"
"postman-bdd","bcgov","bcgov/postman-bdd","https://github.com/bcgov/postman-bdd","http://www.getpostman.com","A BDD test framework for Postman and Newman","0","0","6524","true","false","false","false","false","false","true","true","true","true","true","2019-01-21T22:55:32Z","2021-05-03T02:42:12Z","2020-01-17T00:36:27Z"
"wetlandmapR","bcgov","bcgov/wetlandmapR","https://github.com/bcgov/wetlandmapR","","Scripts, tools and example data for mapping wetland ecosystems using data driven R statistical methods like Random Forests and open source GIS","11","6","6138","false","false","false","false","false","true","true","true","true","true","true","2019-01-22T19:44:47Z","2021-05-04T06:55:40Z","2021-05-03T15:25:29Z"
"chimp","bcgov","bcgov/chimp","https://github.com/bcgov/chimp","","CHyF Implementation Project","1","2","62","false","false","false","false","false","true","true","true","true","true","true","2019-01-23T00:43:51Z","2019-06-26T05:49:08Z","2020-01-17T00:37:03Z"
"FAIB","bcgov","bcgov/FAIB","https://github.com/bcgov/FAIB","","The following are the standardized scripts used by for Forest Analysis and Inventory Branch  business.","2","3","44345","false","false","false","false","false","true","true","true","true","true","true","2019-01-23T17:10:25Z","2021-04-21T23:17:15Z","2021-04-21T23:17:13Z"
"ckan-bcgov-terraform","bcgov","bcgov/ckan-bcgov-terraform","https://github.com/bcgov/ckan-bcgov-terraform","","BCGov CKAN Developer Terraform Install","1","1","23","false","false","false","false","false","true","true","true","true","true","true","2019-01-25T00:25:12Z","2020-08-10T04:19:18Z","2020-08-10T04:19:15Z"
"docker-clamav","bcgov","bcgov/docker-clamav","https://github.com/bcgov/docker-clamav","https://mko-x.github.io/docker-clamav/","Dockerized open source antivirus for use with file sharing containers.","0","1","38","true","false","false","false","false","false","true","false","true","true","true","2019-01-25T20:43:15Z","2021-02-03T19:31:20Z","2021-02-03T19:31:17Z"
"foi-requests","bcgov","bcgov/foi-requests","https://github.com/bcgov/foi-requests","","Home for a new online application for FOI requests","1","7","3812","false","false","false","false","false","true","true","true","true","true","true","2019-01-25T22:35:17Z","2021-04-15T20:52:40Z","2021-04-15T20:52:39Z"
"pdfmagic","bcgov","bcgov/pdfmagic","https://github.com/bcgov/pdfmagic","","A common service deployable project to handle conversion of PDF documents to text","0","1","58","false","false","false","false","false","true","true","true","true","true","true","2019-01-29T00:17:51Z","2019-04-18T22:22:22Z","2020-01-17T00:57:01Z"
"ts-rs-modis-snow","bcgov","bcgov/ts-rs-modis-snow","https://github.com/bcgov/ts-rs-modis-snow","","Timeseries remote sensing analysis using the MODIS snow cover product over British Columbia. ","1","2","195","false","false","false","false","false","true","true","true","true","true","true","2019-01-29T07:24:44Z","2020-12-16T19:49:57Z","2020-12-16T19:49:55Z"
"lear","bcgov","bcgov/lear","https://github.com/bcgov/lear","","Legal Entities and Asset Registry","5","32","21713","false","false","false","false","false","true","true","false","true","true","true","2019-01-30T18:49:09Z","2021-05-05T23:36:22Z","2021-05-07T21:27:11Z"
"sbc-pay","bcgov","bcgov/sbc-pay","https://github.com/bcgov/sbc-pay","","ServiceBC common payment services for one-time and long-enagement partners","2","16","14717","false","false","false","false","false","true","true","true","true","true","true","2019-01-30T20:02:17Z","2021-05-05T18:20:40Z","2021-05-07T21:00:00Z"
"sbc-auth","bcgov","bcgov/sbc-auth","https://github.com/bcgov/sbc-auth","","ServiceBC common authentication and authorization services","5","31","28548","false","false","false","false","false","true","true","true","true","true","true","2019-01-30T20:03:54Z","2021-05-07T22:40:54Z","2021-05-07T22:56:34Z"
"invasive-species-system-build","bcgov","bcgov/invasive-species-system-build","https://github.com/bcgov/invasive-species-system-build","","This is the base repository for the Province of BC's Species and Ecosystems Information Systems Modernization (SEISM) project.","2","0","6","false","false","false","false","false","true","true","true","true","true","true","2019-01-30T22:12:11Z","2019-03-09T00:04:12Z","2020-01-17T00:50:41Z"
"digital-gov","bcgov","bcgov/digital-gov","https://github.com/bcgov/digital-gov","https://digital.pathfinder.gov.bc.ca","CSI Labs Applications and Web Presence","3","0","4082","false","false","false","false","false","true","true","true","true","true","true","2019-02-01T18:33:01Z","2019-06-07T21:56:45Z","2020-01-17T00:40:14Z"
"GB_DNA","bcgov","bcgov/GB_DNA","https://github.com/bcgov/GB_DNA","","R code for evaluating Grizzly Bear DNA sample data","0","0","12","false","false","false","false","false","true","true","true","true","true","true","2019-02-06T21:27:31Z","2019-02-07T18:50:25Z","2020-01-17T00:45:29Z"
"GB_Salmon","bcgov","bcgov/GB_Salmon","https://github.com/bcgov/GB_Salmon","","This repository contains R code that summarizes salmon escapement data to estimate biomass as bear food","0","0","7","false","false","false","false","false","true","true","true","true","true","true","2019-02-08T21:40:47Z","2019-08-07T21:12:10Z","2020-01-17T00:45:52Z"
"data-stream","bcgov","bcgov/data-stream","https://github.com/bcgov/data-stream","","Subscribe to datasets and be notified of changes via webhook","1","2","10643","false","false","false","false","false","true","true","true","true","true","true","2019-02-08T23:19:44Z","2019-10-01T17:16:00Z","2021-04-20T17:55:24Z"
"popApp","bcgov","bcgov/popApp","https://github.com/bcgov/popApp","https://bcstats.shinyapps.io/popApp/","Repo for development of the population estimates app","4","1","2406","false","false","false","false","false","true","true","true","true","true","true","2019-02-11T17:53:16Z","2021-05-05T00:14:43Z","2021-05-05T00:14:44Z"
"air-zone-reports","bcgov","bcgov/air-zone-reports","https://github.com/bcgov/air-zone-reports","","Creation of Air Zone reports for reporting achievement of Canadian Ambient Air Quality Standards","4","3","302","false","false","false","false","false","true","true","true","true","true","true","2019-02-13T19:06:30Z","2020-12-16T23:04:29Z","2020-12-16T23:04:26Z"
"bcgov-looker-snowplow","bcgov","bcgov/bcgov-looker-snowplow","https://github.com/bcgov/bcgov-looker-snowplow","","WordPress plugin for BCGov analytics integration","1","1","39","false","false","false","false","false","true","true","true","true","true","true","2019-02-20T19:47:34Z","2020-08-12T19:42:57Z","2020-08-12T19:42:54Z"
