"repository","owner","name_with_owner","url","homepage_url","description","stars","forks","disk_usage","is_fork","is_mirror","is_private","is_archived","is_template","has_issues_enabled","has_projects_enabled","has_wiki_enabled","merge_commit_allowed","rebase_merge_allowed","squash_merge_allowed","created_at","updated_at","pushed_at"
"slack-dev-bot-BCGov","bcgov","bcgov/slack-dev-bot-BCGov","https://github.com/bcgov/slack-dev-bot-BCGov","","Scripts and Hubot instance required to run a bot that interfaces with GitHub through Slack commands","0","0","10","false","false","false","false","false","true","true","true","true","true","true","2016-12-02T18:49:29Z","2016-12-09T23:11:34Z","2020-01-17T00:51:37Z"
"Mock-Server","bcgov","bcgov/Mock-Server","https://github.com/bcgov/Mock-Server","","","0","1","11","false","false","false","false","false","true","true","true","true","true","true","2016-12-06T23:43:57Z","2016-12-09T23:08:17Z","2020-01-17T00:28:30Z"
"Swagger-Editor","bcgov","bcgov/Swagger-Editor","https://github.com/bcgov/Swagger-Editor","","","0","3","9270","false","false","false","false","false","true","true","true","true","true","true","2016-12-06T23:52:41Z","2016-12-09T19:37:40Z","2020-01-17T00:52:43Z"
"SchemaSpy","bcgov","bcgov/SchemaSpy","https://github.com/bcgov/SchemaSpy","","","4","12","8468","false","false","false","false","false","true","true","true","true","true","true","2016-12-06T23:53:05Z","2021-01-05T23:19:42Z","2021-01-05T23:19:40Z"
"streamflow-trends-on-multi-stats","bcgov","bcgov/streamflow-trends-on-multi-stats","https://github.com/bcgov/streamflow-trends-on-multi-stats","","","0","0","15","true","false","false","false","false","false","true","true","true","true","true","2016-12-13T18:01:25Z","2020-04-24T16:23:23Z","2020-04-24T16:23:24Z"
"Swagger-Codegen-Extension","bcgov","bcgov/Swagger-Codegen-Extension","https://github.com/bcgov/Swagger-Codegen-Extension","","","4","6","31197","false","false","false","false","false","true","true","true","true","true","true","2016-12-16T22:00:06Z","2020-08-12T05:40:10Z","2021-03-11T07:58:55Z"
"career-survey","bcgov","bcgov/career-survey","https://github.com/bcgov/career-survey","","Results from the Career Development and Opportunities Survey","1","0","2614","false","false","false","false","false","true","true","true","true","true","true","2017-01-04T19:09:00Z","2021-05-07T16:22:12Z","2021-05-07T16:22:09Z"
"mygovbc-foodsafe","bcgov","bcgov/mygovbc-foodsafe","https://github.com/bcgov/mygovbc-foodsafe","","fodosafe web application","0","0","88823","false","false","false","false","false","true","true","true","true","true","true","2017-01-04T21:20:03Z","2021-03-04T18:38:46Z","2021-03-04T18:38:41Z"
"hets","bcgov","bcgov/hets","https://github.com/bcgov/hets","","Hired Equipment Tracking System","1","16","105135","false","false","false","false","false","true","true","true","true","true","true","2017-01-06T04:04:16Z","2021-04-26T14:29:49Z","2021-04-26T14:39:11Z"
"MyGovBC-MSP-Service","bcgov","bcgov/MyGovBC-MSP-Service","https://github.com/bcgov/MyGovBC-MSP-Service","","","0","2","144","false","false","false","false","false","true","true","true","true","true","true","2017-01-12T21:41:06Z","2020-02-24T22:16:54Z","2020-04-28T00:04:15Z"
"gwa","bcgov","bcgov/gwa","https://github.com/bcgov/gwa","https://catalogue.data.gov.bc.ca/dataset/api-gateway-administration","Gateway Administration","6","2","1371","false","false","false","false","false","true","true","true","true","true","true","2017-01-12T22:57:07Z","2021-02-04T20:22:33Z","2020-01-17T00:48:07Z"
"jxon","bcgov","bcgov/jxon","https://github.com/bcgov/jxon","https://developer.mozilla.org/en-US/docs/JXON","lossless JavaScript XML Object Notation","0","0","122","true","false","false","false","false","false","true","false","true","true","true","2017-01-16T17:31:00Z","2017-01-16T17:31:02Z","2020-01-17T00:26:33Z"
"batch-pdf-reports","bcgov","bcgov/batch-pdf-reports","https://github.com/bcgov/batch-pdf-reports","","Generate batch PDF reports for BC Stats using RMarkdown and LaTeX","4","1","506","false","false","false","false","false","true","true","true","true","true","true","2017-01-17T19:33:56Z","2021-05-07T16:20:36Z","2021-05-07T16:20:33Z"
"R-presentation","bcgov","bcgov/R-presentation","https://github.com/bcgov/R-presentation","","BC Stats presentation on everyday workflow using R","0","1","25042","false","false","false","false","false","true","true","true","true","true","true","2017-01-24T23:36:53Z","2020-04-15T00:29:24Z","2020-04-15T00:29:22Z"
"tfrs","bcgov","bcgov/tfrs","https://github.com/bcgov/tfrs","","Transportation Fuels Reporting System","16","27","71006","false","false","false","false","false","true","true","true","true","true","true","2017-01-25T21:12:26Z","2021-05-06T17:13:48Z","2021-05-06T23:15:04Z"
"fabric.js","bcgov","bcgov/fabric.js","https://github.com/bcgov/fabric.js","http://fabricjs.com","Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser","0","0","108119","true","false","false","false","false","false","true","true","true","true","true","2017-01-26T00:15:43Z","2018-04-24T05:23:09Z","2020-01-17T00:43:53Z"
"MyGovBC-CAPTCHA-Service","bcgov","bcgov/MyGovBC-CAPTCHA-Service","https://github.com/bcgov/MyGovBC-CAPTCHA-Service","","A microservice for validating CAPTCHA and providing a token for non-robot assurance","3","2","246","false","false","false","false","false","true","true","true","true","true","true","2017-01-26T17:33:35Z","2020-12-22T18:24:59Z","2020-12-22T18:24:56Z"
"MyGovBC-CAPTCHA-Widget","bcgov","bcgov/MyGovBC-CAPTCHA-Widget","https://github.com/bcgov/MyGovBC-CAPTCHA-Widget","","An angularjs 2-4 component for displaying the CAPTCHA to the user and calling the service for validation","1","3","4107","false","false","false","false","false","true","true","true","true","true","true","2017-01-26T17:37:14Z","2020-12-22T18:21:36Z","2021-05-06T18:41:08Z"
"housing-data-challenge-ruby","bcgov","bcgov/housing-data-challenge-ruby","https://github.com/bcgov/housing-data-challenge-ruby","","","5","1","236212","false","false","false","false","false","true","true","true","true","true","true","2017-02-06T14:40:40Z","2021-05-05T15:11:12Z","2021-05-05T14:24:28Z"
"ligo-lib","bcgov","bcgov/ligo-lib","https://github.com/bcgov/ligo-lib","https://github.com/bcgov/ligo","A Python library to support the Ligo linking application.","1","1","34675","false","false","false","false","false","true","true","true","true","true","true","2017-02-06T17:53:18Z","2020-08-07T04:29:40Z","2021-03-19T23:37:47Z"
"kapua","bcgov","bcgov/kapua","https://github.com/bcgov/kapua","","","0","1","6633","true","false","false","true","false","false","true","true","true","true","true","2017-02-09T00:40:49Z","2019-02-28T20:33:05Z","2019-02-23T07:15:23Z"
"kura","bcgov","bcgov/kura","https://github.com/bcgov/kura","","Eclipse Kura™ project - http://eclipse.org/kura","0","0","91611","true","false","false","true","false","false","true","true","true","true","true","2017-02-10T19:36:38Z","2019-02-28T20:35:34Z","2018-12-11T10:43:46Z"
"housing-data-challenge-exponentian","bcgov","bcgov/housing-data-challenge-exponentian","https://github.com/bcgov/housing-data-challenge-exponentian","","","0","0","19498","false","false","false","false","false","true","true","true","true","true","true","2017-02-14T16:09:56Z","2021-05-05T15:12:45Z","2021-05-05T15:12:51Z"
"housing-data-challenge-plot-scatter","bcgov","bcgov/housing-data-challenge-plot-scatter","https://github.com/bcgov/housing-data-challenge-plot-scatter","","","2","0","178880","false","false","false","false","false","true","true","true","true","true","true","2017-02-14T16:14:49Z","2021-05-05T15:08:36Z","2021-05-05T15:07:38Z"
"housing-data-challenge-plotly","bcgov","bcgov/housing-data-challenge-plotly","https://github.com/bcgov/housing-data-challenge-plotly","","","1","2","67559","false","false","false","false","false","true","true","true","true","true","true","2017-02-14T16:15:30Z","2021-05-05T15:10:11Z","2021-05-05T15:10:08Z"
"housing-data-challenge-foundry-spatial","bcgov","bcgov/housing-data-challenge-foundry-spatial","https://github.com/bcgov/housing-data-challenge-foundry-spatial","","","0","1","437","false","false","false","false","false","true","true","true","true","true","true","2017-02-14T16:16:09Z","2021-05-07T21:42:26Z","2021-05-07T21:42:26Z"
"Oahu-UI","bcgov","bcgov/Oahu-UI","https://github.com/bcgov/Oahu-UI","","Freeboard UI for the Oahu app","0","1","2832","false","false","false","true","false","true","true","true","true","true","true","2017-02-28T00:13:28Z","2019-02-28T20:36:36Z","2017-03-13T01:55:07Z"
"gwells","bcgov","bcgov/gwells","https://github.com/bcgov/gwells","https://apps.nrs.gov.bc.ca/gwells/","Groundwater Wells and Aquifers application for the Ministry of Environment","24","32","35495","false","false","false","false","false","true","false","true","true","true","true","2017-02-28T17:22:23Z","2021-05-06T15:25:07Z","2021-05-07T00:37:47Z"
"oahu-api","bcgov","bcgov/oahu-api","https://github.com/bcgov/oahu-api","","Public API for the Oahu IoT application","0","2","13","false","false","false","true","false","true","true","true","true","true","true","2017-03-02T22:05:55Z","2019-02-28T20:41:45Z","2017-03-10T18:50:29Z"
"oahu-dbsrv","bcgov","bcgov/oahu-dbsrv","https://github.com/bcgov/oahu-dbsrv","","Database microservice for the Oahu IoT application","0","1","12","false","false","false","true","false","true","true","true","true","true","true","2017-03-02T22:08:18Z","2019-02-28T20:42:19Z","2017-03-09T21:55:21Z"
"kura-emulator","bcgov","bcgov/kura-emulator","https://github.com/bcgov/kura-emulator","","Emulator for Kura to run inside OpenShift","0","2","23","false","false","false","true","false","true","true","true","true","true","true","2017-03-04T00:05:33Z","2019-02-28T20:41:09Z","2017-03-10T20:31:35Z"
"chart-tool","bcgov","bcgov/chart-tool","https://github.com/bcgov/chart-tool","http://globeandmail.github.io/chart-tool","A responsive charting application","0","0","4324","true","false","false","false","false","false","true","true","true","true","true","2017-03-04T19:39:55Z","2017-03-04T19:39:57Z","2020-01-17T00:36:42Z"
"legacy-eao-inspections-ios","bcgov","bcgov/legacy-eao-inspections-ios","https://github.com/bcgov/legacy-eao-inspections-ios","","Mobile Application for the Environmental Assessment Office's EPIC project (iOS)","0","1","14305","false","false","false","false","false","true","true","true","true","true","true","2017-03-08T02:32:11Z","2019-03-12T21:32:18Z","2020-03-11T18:27:50Z"
"epic-mobile-app-android","bcgov","bcgov/epic-mobile-app-android","https://github.com/bcgov/epic-mobile-app-android","","Android Mobile Application for the Environmental Assessment Office's EPIC project","0","0","153","false","false","false","false","false","true","true","true","true","true","true","2017-03-08T02:35:34Z","2017-03-17T23:33:32Z","2020-01-17T00:43:38Z"
"moti-iot-challenges","bcgov","bcgov/moti-iot-challenges","https://github.com/bcgov/moti-iot-challenges","","Information about the 2017 IoT Challenge presented by the Ministry of Transportation and Infrastructure (MOTI)","4","1","361","false","false","false","false","false","true","true","true","true","true","true","2017-03-08T19:31:09Z","2020-07-02T17:00:15Z","2020-07-02T17:00:12Z"
"LTEM-sample-analyses","bcgov","bcgov/LTEM-sample-analyses","https://github.com/bcgov/LTEM-sample-analyses","","BC Parks Long Term Ecological Monitoring Sample Analyses","0","1","46396","false","false","false","false","false","true","true","true","true","true","true","2017-03-13T03:32:51Z","2020-04-18T01:48:01Z","2020-04-15T00:51:34Z"
"moti-iot-poc","bcgov","bcgov/moti-iot-poc","https://github.com/bcgov/moti-iot-poc","","A technical spike IoT Proof-of-Concept (PoC) implemented by the Ministry of Transportation and Infrastructure.","1","1","49205","false","false","false","true","false","true","true","true","true","true","true","2017-03-13T22:20:56Z","2019-02-28T21:16:58Z","2017-03-21T18:36:54Z"
"sonarqube-openshift-docker","bcgov","bcgov/sonarqube-openshift-docker","https://github.com/bcgov/sonarqube-openshift-docker","","An OpenShift-focused Docker build of Sonarqube","0","0","8","true","false","false","false","false","false","true","true","true","true","true","2017-03-16T17:59:55Z","2017-03-16T17:59:57Z","2020-01-17T00:57:28Z"
"navUnit","bcgov","bcgov/navUnit","https://github.com/bcgov/navUnit","","Navigation Functional Testing Framework. NOTE: This repo and the navunit framework is being DEPRECATED in favour of 'BDDStack' (https://github.com/bcdevops/BDDStack) which should be a drop-in replacement for navUnit that uses current version of libraries as well as supporting more testing targets.","1","0","741","false","false","false","true","false","true","true","true","true","true","true","2017-04-02T22:51:21Z","2017-12-06T00:43:22Z","2017-12-06T00:43:12Z"
"tfrs-sonar-scanner","bcgov","bcgov/tfrs-sonar-scanner","https://github.com/bcgov/tfrs-sonar-scanner","","","2","3","192","false","false","false","false","false","true","true","true","true","true","true","2017-04-03T18:40:11Z","2018-09-24T17:13:07Z","2020-01-17T00:57:22Z"
"dbc-kml-apps","bcgov","bcgov/dbc-kml-apps","https://github.com/bcgov/dbc-kml-apps","","DataBC KML Applications and Templates","0","7","4419","false","false","false","false","false","true","true","true","true","true","true","2017-04-05T20:51:22Z","2021-05-04T15:19:27Z","2021-05-04T15:19:23Z"
"dbc-cms-vis","bcgov","bcgov/dbc-cms-vis","https://github.com/bcgov/dbc-cms-vis","","Embeddable interactive data visualizations","3","2","1385","false","false","false","false","false","true","true","true","true","true","true","2017-04-10T22:11:06Z","2021-05-06T00:06:10Z","2021-05-06T00:06:07Z"
"tfrs-functional-test-runner","bcgov","bcgov/tfrs-functional-test-runner","https://github.com/bcgov/tfrs-functional-test-runner","","","1","0","341","false","false","false","false","false","true","true","true","true","true","true","2017-04-11T17:20:07Z","2018-09-24T17:13:05Z","2020-01-17T00:57:40Z"
"SSD-methods","bcgov","bcgov/SSD-methods","https://github.com/bcgov/SSD-methods","","This page has been archived.  For further information on the development of ssd methods, see our other page, ssdtools.","2","0","5864","false","false","false","true","false","true","true","true","true","true","true","2017-04-18T21:17:13Z","2020-10-05T19:15:11Z","2020-10-05T19:09:58Z"
"csnr-dmod","bcgov","bcgov/csnr-dmod","https://github.com/bcgov/csnr-dmod","https://dmod.pathfinder.gov.bc.ca","An example of how to connect to the NRM Document Management Service from apps built in OpenShift","0","4","1458","false","false","false","false","false","true","true","true","true","true","true","2017-05-01T23:16:58Z","2020-05-25T18:30:48Z","2020-09-04T04:36:15Z"
