Repository,PackageCount,ProjectCount,ReleaseCount,SubmoduleCount,DeployKeyCount,TopicCount,License,CodeOfConduct
flatfile-tools,0,0,0,0,0,2,Apache License 2.0,
cas-metabase,0,0,2,0,1,1,Apache License 2.0,
GDX-Analytics-Drupal-Snowplow,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
healthgateway,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
aqadvisories-eservice,0,1,1,0,0,3,Apache License 2.0,
sbc-common-components,0,0,0,0,0,2,Apache License 2.0,
bcdc-test,0,0,2,0,0,4,Apache License 2.0,Contributor Covenant
pssg-cornet-dynamics,0,0,0,0,0,2,,
goshawk-ios,0,0,0,0,0,2,Apache License 2.0,
sae-workbench,0,0,0,0,0,1,Apache License 2.0,Other
Skeena_WB,0,0,0,0,0,0,Apache License 2.0,
cas-ggircs-metabase,0,0,0,1,0,0,Other,
cas-ggircs-metabase-builder,0,0,0,1,0,0,Apache License 2.0,
EDUC-UMU,0,1,0,0,0,0,Apache License 2.0,Contributor Covenant
bc_snow_ops,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
ExchangeLabOps,0,1,1,0,0,7,Apache License 2.0,
pssg-cornet-dynamics-config,0,0,0,0,0,0,Apache License 2.0,
pssg-cornet-dynamics-queue-proc,0,0,0,0,0,0,Apache License 2.0,
EDUC-CAPS,0,0,0,0,0,2,Apache License 2.0,
sk_tda,0,0,0,0,0,2,Other,Contributor Covenant
eForWasteBC,0,0,0,0,0,4,Apache License 2.0,
rems2aquachem,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
api-guidelines,0,0,0,0,0,4,Other,Contributor Covenant
ckanext-edc-rss,0,0,1,0,0,5,Apache License 2.0,Contributor Covenant
recycling-indicator,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
iamp-email-service,0,0,0,0,0,0,Apache License 2.0,
iamp-mq-component,0,0,0,0,0,0,,
gis-pantry,0,0,0,0,0,2,Apache License 2.0,
EDUC-DIGITALID-API,0,0,0,0,0,3,Apache License 2.0,
envair,0,0,0,0,2,7,Apache License 2.0,
bcca-payment-hub,0,0,0,0,0,6,Apache License 2.0,
von-oil-gas-poc,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
eagle-helper-pods,0,0,0,0,0,4,Apache License 2.0,
nr-email-microservice,0,0,5,0,0,3,Apache License 2.0,Contributor Covenant
pssg-cornet-dynamics-end2end-service,0,0,0,0,0,0,,
digital-lakes,0,0,0,0,0,0,Apache License 2.0,
nmp-arm,0,0,1,0,0,2,Apache License 2.0,
pssg-cornet-dynamics-queue-proc-rabbitmq,0,0,0,0,0,0,Apache License 2.0,
aries-vcr-issuer-controller,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
EDUC-CURRICWS,0,0,0,0,0,2,Apache License 2.0,
skeena-ogma-amendments-assessment,0,0,0,0,0,0,Apache License 2.0,Other
cas-shipit,0,0,0,1,1,0,Apache License 2.0,
forestry-quarterly-report,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
jrcc-document-access-libs,0,0,19,0,0,0,GNU General Public License v3.0,Contributor Covenant
jag-isb-devorg,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
ranktrends,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
pssg-cordyn-management-console,0,0,0,0,0,0,Apache License 2.0,
pssg-cordyn-rabbitmq-interface-controller,0,0,0,0,0,0,Apache License 2.0,
AGOL_getMapFromApp,0,0,0,0,0,4,Apache License 2.0,
AGOL_getSizeFromGroup,0,0,0,0,0,4,Apache License 2.0,
FAIBOracle,0,0,0,0,0,8,Apache License 2.0,Contributor Covenant
forestDroughtTool,0,0,0,0,0,1,Apache License 2.0,Contributor Covenant
FAIBCompiler,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
FAIBBase,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
eagle-dev-guides,0,0,0,0,0,5,Apache License 2.0,
cloud-adoption-patterns,0,0,0,0,0,0,Other,Contributor Covenant
cas-postgres,1,0,18,2,1,0,Apache License 2.0,
GDX-Analytics-Looker-Google-MyBusiness,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
eagle-reports,0,0,0,0,0,5,Apache License 2.0,
EDUC-ISFS,0,0,0,0,0,1,Apache License 2.0,
EDUC-STUDENTSUCCESS,0,0,0,0,0,2,,
vc-authn-oidc,0,0,0,0,0,8,Apache License 2.0,
iamp-apps-configs,0,0,0,0,0,0,Apache License 2.0,
bcparis-service,0,0,32,0,0,2,Apache License 2.0,
nr-showcase-devops-tools,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
nr-showcase-devops-tools-demo-sq,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
gatsby-source-matomo,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
jrcc-sample-app,0,0,0,0,0,0,Apache License 2.0,
rocketgate,0,0,0,0,0,0,Apache License 2.0,
gatsby-source-github-raw,0,0,1,0,0,0,Apache License 2.0,Contributor Covenant
native-species-rank-indicator,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
orgbook-configurations,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
cas-ggircs-ciip-2018-schema,0,0,0,1,0,2,Apache License 2.0,
cas-ciip-portal,0,0,0,2,1,5,Apache License 2.0,Contributor Covenant
fwben,0,0,0,0,0,0,Apache License 2.0,
drake-example,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
cas-pipeline,0,0,0,0,1,0,Apache License 2.0,
cas-metascript,0,0,0,0,0,0,MIT License,
bc-sans,0,0,0,0,0,1,Other,
ols-geocoder,0,0,3,0,0,10,Apache License 2.0,
forageConversionTool,0,0,0,0,0,0,Apache License 2.0,
cas-ggircs-metabase-build,0,0,0,2,0,0,Apache License 2.0,
aries-cloudagent-container,0,0,0,0,0,9,Apache License 2.0,
new2Q-reports,0,0,0,0,0,2,Apache License 2.0,
census_geography_bc,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
ols-util,0,0,2,0,0,3,Apache License 2.0,
GDX-Analytics-Looker-Google-MyBusiness-ServiceBC,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
cas-ggircs-ciip-2018-extract,0,0,0,0,1,0,Apache License 2.0,
common-hosted-email-service,0,0,0,0,0,8,Apache License 2.0,Contributor Covenant
bcparis-apps-configs,0,0,0,0,0,0,Apache License 2.0,
bcws-psu-research,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
eagle-common-components,0,0,0,0,0,0,Apache License 2.0,
searchgate,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
ocwa-file-scanner,0,0,0,0,0,1,Apache License 2.0,
EDUC-CURRI,0,0,0,0,0,2,Apache License 2.0,
url-filter-proxy,0,0,0,0,0,1,Apache License 2.0,
gitlab-keycloak-group-sync,0,0,0,0,0,1,Apache License 2.0,
asdm-postgres,0,0,0,0,0,1,Apache License 2.0,
git-sae-ops,0,0,11,0,0,0,,
digital-marketplace,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
von-bc-registries-agent-configurations,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
GDX-Analytics-Looker-CleanBC,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
law-society-demo,0,0,0,0,0,8,Apache License 2.0,
Skeena_ESI_Wetlands,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
cap-eagle-admin,0,0,0,0,0,0,Apache License 2.0,
cap-eagle-public,0,0,0,0,0,0,Apache License 2.0,
cap-eagle-dev-guides,0,0,0,0,0,0,Apache License 2.0,
cap-eagle-api,0,0,0,0,0,0,Apache License 2.0,
ckanext-bcgov-schema,0,0,0,0,0,4,Other,
cap-eagle-helper-pods,0,0,0,0,0,0,Apache License 2.0,
EDUC-PASS,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
ds-cop-intro-to-r,0,0,1,0,0,4,Other,Contributor Covenant
moh-prime,0,0,0,0,0,4,Apache License 2.0,
docugate,0,0,0,0,0,0,Apache License 2.0,
aries-cloudcontroller-node,0,0,0,0,0,6,,
fams3,0,0,1,0,0,5,Apache License 2.0,
bcgov-r-geo-workshop,0,0,0,0,0,6,Other,Contributor Covenant
ExitSurveyAdmin,0,3,0,0,0,0,Apache License 2.0,Contributor Covenant
ppr-deprecated,0,0,0,0,0,1,Apache License 2.0,Contributor Covenant
mhr,0,0,0,0,0,0,,
pssg-psd-css,0,0,0,0,0,1,Apache License 2.0,
moh-bcp,0,0,0,0,0,0,Apache License 2.0,
moh-address-validation,0,0,0,0,0,0,Apache License 2.0,
jag-cullencommission,0,0,0,0,0,8,Apache License 2.0,
Biodiversity_CC,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
telemetry,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
EDUC-KEYCLOAK-SOAM,0,0,0,0,0,2,Apache License 2.0,
popProjApp,0,0,0,0,0,5,Apache License 2.0,
hsdProj,0,0,0,0,0,4,Apache License 2.0,
GCS,0,0,0,0,0,3,Apache License 2.0,
Forester-Job-Placement,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
embc-ess-mod,1,0,2,0,0,8,Apache License 2.0,
NRPTI,0,0,23,0,0,9,Apache License 2.0,
dpdd-snippets,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
design-system-web-components,0,1,0,0,0,7,Apache License 2.0,
pipeline-bot,0,0,1,0,0,4,MIT License,
cass-api,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
cass-frontend,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
bc-fwa-river-profiles,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
GDX-Analytics-Looker-SBC-Call-Centre,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
invasivesBC-mussels-iOS,0,0,0,0,0,0,Apache License 2.0,
eagle-mobile-inspections,0,0,1,0,0,7,Apache License 2.0,
keycloak-group-extension,0,0,0,0,0,1,Apache License 2.0,
shinywqg,0,0,0,0,0,4,Other,Contributor Covenant
nr-metabase-showcase,0,0,0,0,0,5,Apache License 2.0,
tukey,0,0,0,0,0,4,Apache License 2.0,
CANSIM-retail-trade-shiny,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
issuer-kit,0,0,9,0,0,7,Apache License 2.0,
EDUC-STUDENT-API,0,0,0,0,0,3,Apache License 2.0,
EDUC-PEN-REQUEST-API,0,0,0,0,0,3,Apache License 2.0,
ols-geocoder-cpf-plugin,0,0,3,0,0,4,Apache License 2.0,
cap-eagle-mobile-inspections,0,0,0,0,0,0,Apache License 2.0,
HMCR,0,0,8,0,0,1,Apache License 2.0,
common-document-generation-service,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
digital_marketplace,0,0,0,0,0,10,Apache License 2.0,
EDUC-SOAM-API,0,0,0,0,0,1,Apache License 2.0,
sfts2s3,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
jag-dps,0,0,4,0,0,4,Apache License 2.0,Contributor Covenant
PIMS,0,1,0,0,0,16,Apache License 2.0,
namerequest,0,0,11,0,0,4,Apache License 2.0,Contributor Covenant
EDUC-STUDENT-ADMIN,0,0,0,0,0,3,Apache License 2.0,
bcsnowdata,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
digital-policy,0,0,3,0,0,0,Apache License 2.0,
zeva,0,0,37,0,0,0,Apache License 2.0,
digital.gov.bc.ca,0,0,0,0,0,1,Apache License 2.0,
EDUC-INFRA-COMMON,0,0,0,0,0,1,Apache License 2.0,
digital-principles,0,0,2,0,0,0,Other,Contributor Covenant
offSiteTrees,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
Similkameen-WQOs,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
arcgis_hackers,0,0,0,0,0,1,Apache License 2.0,
AGOL-PullandPushMetadata,0,0,0,0,0,0,Apache License 2.0,
AGOL_UsageReport,0,0,0,0,0,5,Apache License 2.0,
bcdevexchange,0,0,0,0,0,3,Apache License 2.0,
MapRobot,0,0,0,0,0,5,Apache License 2.0,
eagle-minio-openshift,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
sae-virtual-display,0,0,14,0,0,1,Apache License 2.0,
SBC_DivApps,0,0,0,0,0,1,Apache License 2.0,
design-research-guide,0,2,0,0,0,7,,
smk-tlink,0,3,9,0,0,9,Apache License 2.0,
MPB-regeneration,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
citz-imb-sp-breadcrumbs,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
BCSC-SS,0,0,0,0,0,2,Apache License 2.0,Other
business-create-ui,1,0,5,0,0,11,Apache License 2.0,Contributor Covenant
citz-imb-sp-vdr,0,0,1,0,0,4,Apache License 2.0,
moose_lch,0,0,0,0,0,1,Apache License 2.0,
moh-soapui,0,0,0,0,0,0,Apache License 2.0,
jag-ceis-crdp-integration,0,0,0,0,0,0,Apache License 2.0,
bcdc2bcdc,0,0,0,0,0,1,Apache License 2.0,Contributor Covenant
bcrs-utilities,0,0,0,0,0,0,,
EDUC-DOCUMENT-API,0,0,0,0,0,0,Apache License 2.0,
design-system-temporary,0,0,0,0,0,0,MIT License,
common-service-showcase,0,1,0,0,0,8,Apache License 2.0,Contributor Covenant
EDUC-COURSE-ACHIEVE-API,0,0,0,0,0,0,Other,
sbc-search,0,0,3,0,0,1,Apache License 2.0,
sdd-nifi,0,0,2,0,0,1,Apache License 2.0,
bcrs-template-ui,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
EDUC-COURSE-ACHIEVEMENT-UI,0,0,0,0,0,0,Other,
zevtesthello,0,0,0,0,0,0,Apache License 2.0,
diputils,0,0,0,0,0,2,Apache License 2.0,
nr-arch,0,0,0,0,0,9,Apache License 2.0,
aporeto-demo-project,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
wqg_data,0,0,0,0,0,4,GNU General Public License v3.0,
maltd,0,0,0,0,0,0,Apache License 2.0,
cap-information,0,0,0,0,0,0,Apache License 2.0,
rsbc-dmf,0,0,0,0,0,2,Apache License 2.0,
EDUC-curricdrpl,0,0,0,0,0,2,Apache License 2.0,
devops-credential-issuer,0,0,0,0,0,7,Apache License 2.0,
moh-iam,0,1,0,0,0,2,Apache License 2.0,
GDX-Analytics-Looker-CMSLite-Metadata,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
family-law-act-app,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
wps,0,0,0,0,0,9,Apache License 2.0,
hosted-application-logging-performance-aggregation-services,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
common-components-wiki,0,0,0,0,0,1,Apache License 2.0,Other
common-logging,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
cas-helm,0,0,0,0,0,0,,
openshift-launchpad,0,0,0,0,0,1,Apache License 2.0,Other
gwater-report,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
wps-api,0,0,0,0,0,0,Apache License 2.0,
wps-web,0,0,0,0,0,4,Apache License 2.0,
cap-eagle-traffic-runner,0,0,0,0,0,0,Apache License 2.0,
cas-airflow,3,0,0,1,1,0,Apache License 2.0,
moh-middleware-test,0,0,0,0,0,0,Apache License 2.0,
bcstats_ohcs_craigslist,0,0,0,0,0,1,Apache License 2.0,
jag-instrumentation,0,0,0,0,0,0,Apache License 2.0,
business-schemas,0,0,31,0,0,4,Apache License 2.0,Contributor Covenant
EDUC-SERVICES-CARD-API,0,0,0,0,0,2,Apache License 2.0,
aries-vcr-api-draft,0,0,0,0,0,0,,
healthgateproxy,0,0,0,0,0,0,Apache License 2.0,
EDUC-PEN-DEMOG-API,0,0,0,0,0,2,Apache License 2.0,
business-filings-ui,0,0,17,0,0,11,Apache License 2.0,Contributor Covenant
RSBC-DataHub-API,0,0,0,0,0,4,Apache License 2.0,
jag-justin-courtlist-api,0,0,0,0,0,0,Apache License 2.0,
jag-ecrc,0,0,0,0,0,8,Apache License 2.0,
Wetland_SkeenaESI_Monitoring,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
bcsc-sample-client,0,0,0,0,0,0,Apache License 2.0,
cloud-adoption-patterns-II,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
cloud-pathfinder,0,0,0,0,0,1,Creative Commons Zero v1.0 Universal,
cloud-pathfinder-business-process,0,0,0,0,0,0,Creative Commons Zero v1.0 Universal,
python_beginning,0,0,0,0,0,1,GNU General Public License v3.0,
intro-to-r,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
dipr,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
metadata-curator,0,0,3,0,0,1,Apache License 2.0,Other
nr-team-zero,0,0,0,0,0,0,Apache License 2.0,
citz-imb-sp-collectionnavigation,0,0,0,0,0,0,Apache License 2.0,
openshift-launchpad-fe-vue,0,0,0,0,0,0,Apache License 2.0,
openshift-launchpad-be-node,0,0,0,0,0,0,Apache License 2.0,
openshift-launchpad-fe-react,0,0,0,0,0,0,Apache License 2.0,Other
openshift-launchpad-be-python,0,0,0,0,0,0,Apache License 2.0,Other
citz-imb-sp-peoplepicker,0,0,0,0,0,0,Apache License 2.0,
elucidate,0,0,0,0,0,6,Other,Contributor Covenant
EDUC-HUB,0,0,0,0,0,3,Apache License 2.0,
EDUC-PROMETHEUS-GRAFANA,0,0,0,0,0,3,Apache License 2.0,
openshift-launchpad-deployment,0,0,3,0,0,0,Apache License 2.0,
helm-charts,0,0,142,0,0,0,,
EDUC-REPORT-API,0,0,0,0,0,3,Apache License 2.0,
workbc-sdd-map,0,0,0,0,0,0,Apache License 2.0,
a2a-trust-over-ip-configurations,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
citz-imb-sp-batchrestapi,0,0,0,0,0,0,,
common-components-catalogue,0,0,0,0,0,1,Apache License 2.0,Other
foi-report-download,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
common-services-team-library,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
zeebe-camunda,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
bcgov-python-presentations,0,0,0,0,0,5,Apache License 2.0,
cloud-guardrails,0,0,0,0,0,2,MIT License,
CC_Biodiversity_Refugia,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
GDX-Analytics-Looker-FOI,0,0,0,0,1,5,Apache License 2.0,Contributor Covenant
platform-services-status,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
cas-shelf,1,0,0,1,1,0,Apache License 2.0,
citz-imb-sp-utilities,0,0,0,0,0,5,Apache License 2.0,
HADF-Overview,0,0,0,0,0,14,Apache License 2.0,
bctw-api,0,0,0,0,0,8,,
openshift-notifications,0,0,0,0,0,1,Apache License 2.0,
bctw-ui,0,0,0,0,0,7,,
gdx-covid-19-dashboard,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
covid19,0,0,0,0,0,3,Apache License 2.0,
epr,0,1,0,0,0,0,Apache License 2.0,
EDUC-RULE-ENGINE-API,0,0,0,0,0,3,Apache License 2.0,
cascade_border_data,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
spa-text-service,0,0,0,0,0,0,Apache License 2.0,
common-hosted-form-service,0,0,3,0,0,4,Apache License 2.0,Contributor Covenant
EDUC-LOAD-TEST,0,0,0,0,0,0,Apache License 2.0,
InvasivesBC-iOS,0,0,0,0,0,0,Apache License 2.0,
enhanced-travel-screening,0,0,6,0,0,1,Apache License 2.0,Other
bctw-db,0,0,0,0,0,6,,
ts-rs-modis-snow-perc-norm,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
bcrs-charts,0,0,1,0,0,0,GNU Affero General Public License v3.0,
essential-services-delivery,0,0,0,0,0,13,Apache License 2.0,Contributor Covenant
vc-visual-verifier,0,0,0,0,0,13,Apache License 2.0,Contributor Covenant
dts-esr-demo,0,0,0,0,0,13,Apache License 2.0,
dts-safe-entry-demo,0,0,0,0,0,15,Apache License 2.0,
namex-synonyms-api-py-client,0,0,0,0,0,0,,
EDUC-STUDENT-PROFILE-API,0,0,0,0,0,0,Apache License 2.0,
forum-api,0,0,0,0,0,1,,
ds-intro-to-r-2-day,0,0,1,0,0,4,Apache License 2.0,Contributor Covenant
Foreign-Farm-Workers-Permitting-System,0,0,1,0,0,0,Apache License 2.0,Other
EDUC-STUDENT-PROFILE-EMAIL-API,0,0,0,0,0,3,Apache License 2.0,
test-123,0,0,0,0,0,1,,
silviculture-ipc,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
secure-image-app,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
EDUC-STUDENT-PROFILE,0,0,0,0,0,0,Apache License 2.0,
platform-services-registry,0,0,0,0,0,1,Apache License 2.0,
supreme-court-viewer,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
EDUC-STUDENT-PROFILE-SAGA-API,0,0,0,0,0,3,Apache License 2.0,
bowron-ssn-openstars,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
servicescard-selfservice,0,0,0,0,0,4,Apache License 2.0,
jag-pcss,0,0,0,0,0,4,Apache License 2.0,
indy-tails-server,0,0,0,0,0,10,Apache License 2.0,
moh-eRx,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
jag-bcsc-auth-service,0,0,0,0,0,6,Apache License 2.0,
forms-flow-ai,0,0,0,0,0,0,Apache License 2.0,
supreme-court-viewer-configurations,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
sdpr-orbeon,0,0,0,0,0,0,,
data-publication,0,0,0,0,0,11,Apache License 2.0,
platform-ops-argo-poc,0,0,0,0,1,0,,
dormant-site-reclamation-program,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
CITZ-IMB-playbook,0,0,3,0,0,11,Apache License 2.0,
CITZ-IMB-Capstone2020,0,0,1,0,0,20,Apache License 2.0,
moh-fpincome,0,0,0,0,0,0,Apache License 2.0,
common-forms-toolkit,0,0,0,0,0,8,Apache License 2.0,Contributor Covenant
service-analytics-guide,0,0,0,0,0,1,,
moh-keycloak-user-management,0,0,0,0,0,2,Apache License 2.0,
sae-docs-bridge,0,0,0,0,0,1,Apache License 2.0,
nr-dell-objectstore_admin,0,0,0,0,0,4,Other,
site-status-checker,0,0,0,0,0,0,Apache License 2.0,
jag-vips-client,0,0,0,0,0,0,Apache License 2.0,
EDUC-SERVICES-CARD-SAGA-API,0,0,0,0,0,3,Apache License 2.0,
startup-sample-project,0,0,0,0,0,1,Apache License 2.0,Other
STUDENTSUCCESS-V2.0,0,0,0,0,0,2,,
Wetlands_OperationalFactors_SkeenaEastESI,0,0,0,0,0,0,Apache License 2.0,Other
violation-dispute-form,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
embc-eaf,0,0,0,0,0,1,Apache License 2.0,
s2i-caddy-nodejs,0,0,0,0,0,3,Apache License 2.0,
containerization-and-cloud-economic-model,0,0,0,0,0,0,Apache License 2.0,
semantic_infer,0,0,0,0,0,0,Apache License 2.0,
jag-rsbc-digital-forms-vips-integration,0,0,0,0,0,0,Apache License 2.0,
jag-file-submission,4,1,9,0,0,9,Apache License 2.0,Contributor Covenant
cas-notebooks,0,0,0,0,0,0,,
bcregistry,0,0,0,0,0,0,Apache License 2.0,
IRIS,0,0,0,0,0,0,Apache License 2.0,
Protected-Area-Wetland-Assessment-By-Assessment-Area,0,0,0,0,0,0,Apache License 2.0,
community-air-quality-reports,0,0,0,0,0,8,Apache License 2.0,Contributor Covenant
EDUC-EDNET,0,0,0,0,0,2,Apache License 2.0,
figma,0,1,2,0,0,4,Other,
labour-force-survey-digest,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
nr-mals,0,0,0,0,0,3,Apache License 2.0,
cloud-iac,0,0,0,0,0,0,,
mobile-signing-service,0,0,0,0,0,1,Apache License 2.0,
nr-alm-ops,0,0,0,0,0,0,Apache License 2.0,
namex-payment-api-py-client,0,0,0,0,0,0,,
bcwebmaps-options,0,0,0,0,0,14,Other,Contributor Covenant
moh-plr-fhir,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
CIT,0,0,0,0,0,0,Apache License 2.0,
moh-hnclient-v2-PoC,0,0,0,0,0,3,Apache License 2.0,
react-shared-components,0,0,29,0,0,5,Apache License 2.0,
EDUC-PEN-REG-BATCH-API,0,0,0,0,0,4,Apache License 2.0,
spring-boot-starters,6,0,8,0,0,0,Apache License 2.0,
Digital-Support-Team-Guidelines,0,0,0,0,0,0,Creative Commons Zero v1.0 Universal,
tutorials,0,0,0,0,0,0,MIT License,
EDUC-PEN-MATCH-API,0,0,0,0,0,1,Apache License 2.0,
smk-tradebc,0,0,0,0,0,4,Apache License 2.0,
epi.branch.sim,0,0,1,0,0,5,Apache License 2.0,Contributor Covenant
Watershed_SkeenaESI_Monitoring,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
workbc-small-grants,0,0,0,0,0,5,Apache License 2.0,
bcdc-smk,1,0,14,0,0,3,Other,
CE_RipDist_AddingFireInsect,0,0,0,0,0,0,Apache License 2.0,
orgbook-api,0,0,0,0,0,9,Apache License 2.0,
Technology-Code-of-Practice,0,0,0,0,0,0,Other,Contributor Covenant
jag-isb-splunk-chatops,0,0,0,0,0,8,Apache License 2.0,
EDUC-forms,0,0,0,0,0,2,Apache License 2.0,
business-edit-ui,0,0,5,0,0,11,Apache License 2.0,Contributor Covenant
vue-shared-components,0,0,1,0,0,6,Apache License 2.0,
smk-cli,0,2,0,0,0,11,Apache License 2.0,
gwa-cli,1,2,22,0,0,0,Apache License 2.0,
api-serv-gw,0,0,0,0,0,0,,
bcrs-shared-components,0,0,0,0,0,0,Apache License 2.0,
citz-imb-sp-projectIntakeForm,0,0,0,0,0,0,MIT License,
agri-nmp-msa,0,0,0,0,0,1,Apache License 2.0,
workbc-wage-subsidy,0,0,0,0,0,5,Apache License 2.0,
hcap,0,0,0,0,0,6,Apache License 2.0,Other
EDUC-PEN-DEMOG-MIGRATION-API,0,0,0,0,0,2,Apache License 2.0,
entity-selection-tool,0,0,0,0,0,0,Apache License 2.0,
moh-iam-kong-keycloak,0,0,0,0,0,3,Apache License 2.0,
sheriff-scheduling,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
biohubbc,0,0,0,0,0,5,Apache License 2.0,Other
biohubbc-common-codes,0,0,0,0,0,11,Apache License 2.0,Other
jason-test-123,0,0,0,0,0,1,Apache License 2.0,
MD10A1_MSLP_LDA,0,0,0,0,0,4,Apache License 2.0,
bcmoh-iam-integration-guide,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
sheriff-scheduling-configurations,0,0,0,0,0,2,Apache License 2.0,Contributor Covenant
ensemble-app-CMIP5,0,0,0,0,0,1,Apache License 2.0,
parks-adventure-mobile,0,0,0,0,0,6,Apache License 2.0,
invasivesbc,0,0,0,0,0,7,Apache License 2.0,Other
GDX-Analytics-Looker-DES-Reporting,0,0,0,0,1,5,Apache License 2.0,Contributor Covenant
moh-iam-kong-plugin,0,0,0,0,0,4,Apache License 2.0,
Interactive_topic_modeling,0,0,0,0,0,0,Other,Contributor Covenant
GCS_update,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
vue-scaffold,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
EDUC-MSDYN-COMMON,0,0,0,0,0,1,GNU Lesser General Public License v2.1,
EDUC-PEN-SERVICES-API,0,0,0,0,0,2,Apache License 2.0,
bcrs-testing,0,0,0,0,0,0,Apache License 2.0,
FNDFAS,0,0,0,0,0,0,Apache License 2.0,
pssg-cscp-vsu,0,0,0,0,0,0,Apache License 2.0,
EDUC-STUDENT-COURSE_API,0,0,0,0,0,3,Apache License 2.0,
gwa-api,1,0,35,0,0,3,,
EDUC-STUDENT-ASSESSMENT-API,0,0,0,0,0,3,Apache License 2.0,
EDUC-GRAD-TOOLS,0,0,0,0,0,3,Apache License 2.0,
